Gene	Chromosome	Strand	Position	Raw DRS read count	pA peak number
AT3G51040	chr3	rev	18952140	47.5	1st_peak
AT3G51040	chr3	rev	18952146	16.1	4th_peak
AT3G51040	chr3	rev	18952150	13.4	5th_peak
AT3G51040	chr3	rev	18952167	21	2nd_peak
AT3G51040	chr3	rev	18952180	19.9	3rd_peak
AT3G51050	chr3	fwd	18957915	22.7	2nd_peak
AT3G51050	chr3	fwd	18957955	27	1st_peak
AT3G51090	chr3	rev	18977988	21	1st_peak
AT3G51090	chr3	rev	18978032	12	2nd_peak
AT3G51100	chr3	rev	18980265	18	2nd_peak
AT3G51100	chr3	rev	18980294	16.8	3rd_peak
AT3G51100	chr3	rev	18980311	47	1st_peak
AT3G51110	chr3	fwd	18985817	13.2	1st_peak
AT3G51120	chr3	rev	18985896	61	1st_peak
AT3G51120	chr3	rev	18985922	14.6	2nd_peak
AT3G51130	chr3	fwd	18997499	31.7	2nd_peak
AT3G51130	chr3	fwd	18997516	20.5	5th_peak
AT3G51130	chr3	fwd	18997547	31.3	3rd_peak
AT3G51130	chr3	fwd	18997557	92.6	1st_peak
AT3G51130	chr3	fwd	18997570	21.5	4th_peak
AT3G51130	chr3	fwd	18997581	12.1	6th_peak
AT3G51140	chr3	fwd	18999617	10.7	4th_peak
AT3G51140	chr3	fwd	18999632	43.2	3rd_peak
AT3G51140	chr3	fwd	18999643	56	1st_peak
AT3G51140	chr3	fwd	18999673	54	2nd_peak
AT3G51150	chr3	fwd	19006679	18	2nd_peak
AT3G51150	chr3	fwd	19006693	33.1	1st_peak
AT3G51160	chr3	rev	19006995	71.6	3rd_peak
AT3G51160	chr3	rev	19007009	87.4	1st_peak
AT3G51160	chr3	rev	19007022	15.7	6th_peak
AT3G51160	chr3	rev	19007030	50.1	4th_peak
AT3G51160	chr3	rev	19007052	39.3	5th_peak
AT3G51160	chr3	rev	19007067	86.6	2nd_peak
AT3G51160	chr3	rev	19007085	15.3	7th_peak
AT3G51240	chr3	fwd	19026749	15	4th_peak
AT3G51240	chr3	fwd	19026783	11.6	5th_peak
AT3G51240	chr3	fwd	19026794	33.6	2nd_peak
AT3G51240	chr3	fwd	19026806	51	1st_peak
AT3G51240	chr3	fwd	19026869	29.9	3rd_peak
AT3G51250	chr3	fwd	19030602	12	4th_peak
AT3G51250	chr3	fwd	19030624	63.8	1st_peak
AT3G51250	chr3	fwd	19030661	60.5	2nd_peak
AT3G51250	chr3	fwd	19030667	12.6	3rd_peak
AT3G51260	chr3	fwd	19032907	15.8	7th_peak
AT3G51260	chr3	fwd	19032918	43.1	3rd_peak
AT3G51260	chr3	fwd	19032952	14	8th_peak
AT3G51260	chr3	fwd	19032974	40.8	4th_peak
AT3G51260	chr3	fwd	19032997	38	5th_peak
AT3G51260	chr3	fwd	19033015	90	2nd_peak
AT3G51260	chr3	fwd	19033037	256.5	1st_peak
AT3G51260	chr3	fwd	19033067	18.8	6th_peak
AT3G51270	chr3	fwd	19036926	110.2	1st_peak
AT3G51270	chr3	fwd	19036941	13	2nd_peak
AT3G51280	chr3	fwd	19038954	50.4	1st_peak
AT3G51290	chr3	fwd	19042563	10	1st_peak
AT3G51300	chr3	fwd	19044349	18	1st_peak
AT3G51310	chr3	rev	19044479	26.1	1st_peak
AT3G51310	chr3	rev	19044498	23	2nd_peak
AT3G51310	chr3	rev	19044522	16.2	3rd_peak
AT3G51370	chr3	fwd	19072123	92.8	2nd_peak
AT3G51370	chr3	fwd	19072173	11	4th_peak
AT3G51370	chr3	fwd	19072183	353.2	1st_peak
AT3G51370	chr3	fwd	19072194	67.8	3rd_peak
AT3G51390	chr3	fwd	19078095	42	2nd_peak
AT3G51390	chr3	fwd	19078111	60	1st_peak
AT3G51400	chr3	rev	19078021	11.5	1st_peak
AT3G51420	chr3	fwd	19085576	86.9	4th_peak
AT3G51420	chr3	fwd	19085593	264.7	1st_peak
AT3G51420	chr3	fwd	19085604	51.2	5th_peak
AT3G51420	chr3	fwd	19085618	34.3	7th_peak
AT3G51420	chr3	fwd	19085628	14.8	8th_peak
AT3G51420	chr3	fwd	19085817	164.6	2nd_peak
AT3G51420	chr3	fwd	19085825	13	9th_peak
AT3G51420	chr3	fwd	19085838	118	3rd_peak
AT3G51420	chr3	fwd	19085858	37.2	6th_peak
AT3G51430	chr3	fwd	19088015	97.7	2nd_peak
AT3G51430	chr3	fwd	19088022	146.2	1st_peak
AT3G51430	chr3	fwd	19088035	65.5	3rd_peak
AT3G51430	chr3	fwd	19088063	27.8	5th_peak
AT3G51430	chr3	fwd	19088072	52.3	4th_peak
AT3G51440	chr3	fwd	19090637	98.9	1st_peak
AT3G51450	chr3	fwd	19092498	75.6	1st_peak
AT3G51460	chr3	fwd	19097309	33.8	2nd_peak
AT3G51460	chr3	fwd	19097333	34.4	1st_peak
AT3G51460	chr3	fwd	19097350	21.3	3rd_peak
AT3G51500	chr3	fwd	19108781	25.2	4th_peak
AT3G51500	chr3	fwd	19108789	18.2	6th_peak
AT3G51500	chr3	fwd	19108812	22.4	5th_peak
AT3G51500	chr3	fwd	19108827	31	3rd_peak
AT3G51500	chr3	fwd	19108846	113	2nd_peak
AT3G51500	chr3	fwd	19108886	151	1st_peak
AT3G51510	chr3	fwd	19109921	264.1	2nd_peak
AT3G51510	chr3	fwd	19109941	241.4	3rd_peak
AT3G51510	chr3	fwd	19109947	141.1	4th_peak
AT3G51510	chr3	fwd	19109995	26.4	7th_peak
AT3G51510	chr3	fwd	19110000	10.6	8th_peak
AT3G51510	chr3	fwd	19110011	73.6	5th_peak
AT3G51510	chr3	fwd	19110023	387.1	1st_peak
AT3G51510	chr3	fwd	19110039	48.3	6th_peak
AT3G51520	chr3	fwd	19112624	27.8	4th_peak
AT3G51520	chr3	fwd	19112671	53.2	2nd_peak
AT3G51520	chr3	fwd	19112680	236.7	1st_peak
AT3G51520	chr3	fwd	19112732	34	3rd_peak
AT3G51520	chr3	fwd	19112761	11.4	5th_peak
AT3G51550	chr3	rev	19117585	15.4	5th_peak
AT3G51550	chr3	rev	19117596	15.6	4th_peak
AT3G51550	chr3	rev	19117605	499.3	1st_peak
AT3G51550	chr3	rev	19117619	271.2	2nd_peak
AT3G51550	chr3	rev	19117636	14	6th_peak
AT3G51550	chr3	rev	19117653	38.3	3rd_peak
AT3G51580	chr3	rev	19130812	13	3rd_peak
AT3G51580	chr3	rev	19130830	26.6	2nd_peak
AT3G51580	chr3	rev	19130910	10.2	4th_peak
AT3G51580	chr3	rev	19130920	33.9	1st_peak
AT3G51600	chr3	rev	19138387	33.6	6th_peak
AT3G51600	chr3	rev	19138395	97.7	4th_peak
AT3G51600	chr3	rev	19138406	11	7th_peak
AT3G51600	chr3	rev	19138418	74	5th_peak
AT3G51600	chr3	rev	19138430	1875.3	2nd_peak
AT3G51600	chr3	rev	19138435	3167.5	1st_peak
AT3G51600	chr3	rev	19138442	749.9	3rd_peak
AT3G51610	chr3	rev	19139558	181	1st_peak
AT3G51632	chr3	fwd	19152030	17	3rd_peak
AT3G51632	chr3	fwd	19152043	43.5	2nd_peak
AT3G51632	chr3	fwd	19152060	12	5th_peak
AT3G51632	chr3	fwd	19152081	114.4	1st_peak
AT3G51632	chr3	fwd	19152172	12.6	4th_peak
AT3G51640	chr3	fwd	19157319	41.2	1st_peak
AT3G51640	chr3	fwd	19157327	18.1	2nd_peak
AT3G51640	chr3	fwd	19157332	11.7	3rd_peak
AT3G51650	chr3	fwd	19162378	11	1st_peak
AT3G51660	chr3	rev	19164070	10.9	6th_peak
AT3G51660	chr3	rev	19164105	14	4th_peak
AT3G51660	chr3	rev	19164137	52	2nd_peak
AT3G51660	chr3	rev	19164151	14.5	3rd_peak
AT3G51660	chr3	rev	19164168	162	1st_peak
AT3G51660	chr3	rev	19164190	12.2	5th_peak
AT3G51670	chr3	fwd	19171033	17.4	6th_peak
AT3G51670	chr3	fwd	19171050	135.7	2nd_peak
AT3G51670	chr3	fwd	19171063	72.5	4th_peak
AT3G51670	chr3	fwd	19171069	14.1	7th_peak
AT3G51670	chr3	fwd	19171077	121.7	3rd_peak
AT3G51670	chr3	fwd	19171085	149.1	1st_peak
AT3G51670	chr3	fwd	19171149	70	5th_peak
AT3G51720	chr3	fwd	19186634	60.1	1st_peak
AT3G51720	chr3	fwd	19186640	35.9	2nd_peak
AT3G51730	chr3	fwd	19188588	40	9th_peak
AT3G51730	chr3	fwd	19188605	126.3	7th_peak
AT3G51730	chr3	fwd	19188619	125.5	8th_peak
AT3G51730	chr3	fwd	19188641	516.7	4th_peak
AT3G51730	chr3	fwd	19188655	685.6	2nd_peak
AT3G51730	chr3	fwd	19188662	231.3	6th_peak
AT3G51730	chr3	fwd	19188666	564.7	3rd_peak
AT3G51730	chr3	fwd	19188681	265.9	5th_peak
AT3G51730	chr3	fwd	19188689	1251.3	1st_peak
AT3G51730	chr3	fwd	19188707	17.3	10th_peak
AT3G51740	chr3	fwd	19192045	50	1st_peak
AT3G51750	chr3	rev	19196533	16.7	2nd_peak
AT3G51750	chr3	rev	19196549	17	1st_peak
AT3G51760	chr3	rev	19198320	23.7	1st_peak
AT3G51770	chr3	rev	19199783	12.8	1st_peak
AT3G51780	chr3	rev	19206835	41.9	1st_peak
AT3G51780	chr3	rev	19206877	15	3rd_peak
AT3G51780	chr3	rev	19206906	33	2nd_peak
AT3G51780	chr3	rev	19206950	10	4th_peak
AT3G51790	chr3	rev	19209630	44	1st_peak
AT3G51790	chr3	rev	19209692	12	2nd_peak
AT3G51800	chr3	rev	19211034	18	5th_peak
AT3G51800	chr3	rev	19211064	24.8	4th_peak
AT3G51800	chr3	rev	19211083	117	2nd_peak
AT3G51800	chr3	rev	19211100	451.6	1st_peak
AT3G51800	chr3	rev	19211168	43.3	3rd_peak
AT3G51820	chr3	rev	19216002	17.5	8th_peak
AT3G51820	chr3	rev	19216022	11.4	9th_peak
AT3G51820	chr3	rev	19216046	23.2	6th_peak
AT3G51820	chr3	rev	19216057	19	7th_peak
AT3G51820	chr3	rev	19216066	74.9	4th_peak
AT3G51820	chr3	rev	19216090	99.4	2nd_peak
AT3G51820	chr3	rev	19216101	34.2	5th_peak
AT3G51820	chr3	rev	19216110	85.7	3rd_peak
AT3G51820	chr3	rev	19216120	155.8	1st_peak
AT3G51830	chr3	fwd	19225228	12	3rd_peak
AT3G51830	chr3	fwd	19225250	72	1st_peak
AT3G51830	chr3	fwd	19225276	23	2nd_peak
AT3G51840	chr3	rev	19225360	51.6	5th_peak
AT3G51840	chr3	rev	19225371	61.6	3rd_peak
AT3G51840	chr3	rev	19225377	26	6th_peak
AT3G51840	chr3	rev	19225397	556.6	1st_peak
AT3G51840	chr3	rev	19225410	187.5	2nd_peak
AT3G51840	chr3	rev	19225427	55.5	4th_peak
AT3G51840	chr3	rev	19225515	16	7th_peak
AT3G51850	chr3	fwd	19235836	66.2	3rd_peak
AT3G51850	chr3	fwd	19235843	16	4th_peak
AT3G51850	chr3	fwd	19235852	108.3	1st_peak
AT3G51850	chr3	fwd	19235888	80	2nd_peak
AT3G51860	chr3	fwd	19242769	32	3rd_peak
AT3G51860	chr3	fwd	19242791	219	1st_peak
AT3G51860	chr3	fwd	19242809	23.6	4th_peak
AT3G51860	chr3	fwd	19242815	88.4	2nd_peak
AT3G51880	chr3	rev	19246968	51.8	1st_peak
AT3G51880	chr3	rev	19247052	20.5	3rd_peak
AT3G51880	chr3	rev	19247085	36.8	2nd_peak
AT3G51890	chr3	rev	19249483	39	1st_peak
AT3G51890	chr3	rev	19249556	15.5	3rd_peak
AT3G51890	chr3	rev	19249590	16	2nd_peak
AT3G51895	chr3	rev	19251361	66.2	1st_peak
AT3G51895	chr3	rev	19251371	58.2	2nd_peak
AT3G51895	chr3	rev	19251391	13	3rd_peak
AT3G51910	chr3	fwd	19266806	10	2nd_peak
AT3G51910	chr3	fwd	19266828	162.2	1st_peak
AT3G51920	chr3	rev	19268073	1031	1st_peak
AT3G51920	chr3	rev	19268097	138.1	2nd_peak
AT3G51920	chr3	rev	19268107	12.7	4th_peak
AT3G51920	chr3	rev	19268138	26	3rd_peak
AT3G51920	chr3	rev	19268155	11	5th_peak
AT3G51930	chr3	fwd	19273059	10	1st_peak
AT3G51950	chr3	rev	19277842	96.5	3rd_peak
AT3G51950	chr3	rev	19277848	25.2	6th_peak
AT3G51950	chr3	rev	19277862	224.4	2nd_peak
AT3G51950	chr3	rev	19277870	682.5	1st_peak
AT3G51950	chr3	rev	19277880	95.1	4th_peak
AT3G51950	chr3	rev	19277911	32.8	5th_peak
AT3G51960	chr3	rev	19282642	15	1st_peak
AT3G51980	chr3	rev	19285532	50	1st_peak
AT3G51980	chr3	rev	19285548	11	4th_peak
AT3G51980	chr3	rev	19285564	14.8	3rd_peak
AT3G51980	chr3	rev	19285574	39.4	2nd_peak
AT3G51990	chr3	fwd	19289178	15	1st_peak
AT3G51990	chr3	fwd	19289285	15	2nd_peak
AT3G52030	chr3	fwd	19304297	44.3	1st_peak
AT3G52040	chr3	rev	19304208	13.1	3rd_peak
AT3G52040	chr3	rev	19304253	53.4	2nd_peak
AT3G52040	chr3	rev	19304263	62.2	1st_peak
AT3G52040	chr3	rev	19304273	13	4th_peak
AT3G52050	chr3	fwd	19309570	75.4	1st_peak
AT3G52050	chr3	fwd	19309605	40.8	2nd_peak
AT3G52060	chr3	rev	19310538	423.1	1st_peak
AT3G52070	chr3	fwd	19313162	167.8	1st_peak
AT3G52070	chr3	fwd	19313189	83	2nd_peak
AT3G52070	chr3	fwd	19313224	20.1	3rd_peak
AT3G52090	chr3	rev	19317857	184.7	2nd_peak
AT3G52090	chr3	rev	19317870	287.3	1st_peak
AT3G52090	chr3	rev	19317889	10.8	3rd_peak
AT3G52100	chr3	fwd	19322959	40.8	1st_peak
AT3G52105	chr3	fwd	19323747	139.1	1st_peak
AT3G52105	chr3	fwd	19323772	33.1	2nd_peak
AT3G52110	chr3	rev	19323749	13.6	1st_peak
AT3G52120	chr3	fwd	19331866	12	3rd_peak
AT3G52120	chr3	fwd	19331942	106.9	1st_peak
AT3G52120	chr3	fwd	19331962	13.6	2nd_peak
AT3G52140	chr3	fwd	19341573	54	2nd_peak
AT3G52140	chr3	fwd	19341588	17	4th_peak
AT3G52140	chr3	fwd	19341601	82.8	1st_peak
AT3G52140	chr3	fwd	19341606	26.2	3rd_peak
AT3G52150	chr3	fwd	19343210	856.9	1st_peak
AT3G52150	chr3	fwd	19343217	263.8	3rd_peak
AT3G52150	chr3	fwd	19343229	365.4	2nd_peak
AT3G52150	chr3	fwd	19343240	46.1	5th_peak
AT3G52150	chr3	fwd	19343251	15.9	10th_peak
AT3G52150	chr3	fwd	19343287	22.3	8th_peak
AT3G52150	chr3	fwd	19343292	25.7	7th_peak
AT3G52150	chr3	fwd	19343416	41.8	6th_peak
AT3G52150	chr3	fwd	19343427	20.4	9th_peak
AT3G52150	chr3	fwd	19343447	71.7	4th_peak
AT3G52150	chr3	fwd	19343460	10.9	11th_peak
AT3G52155	chr3	fwd	19344847	82	1st_peak
AT3G52155	chr3	fwd	19344886	11	4th_peak
AT3G52155	chr3	fwd	19344922	33.9	2nd_peak
AT3G52155	chr3	fwd	19345014	28	3rd_peak
AT3G52170	chr3	rev	19346906	11	1st_peak
AT3G52180	chr3	rev	19349726	82.7	1st_peak
AT3G52180	chr3	rev	19349732	66.9	2nd_peak
AT3G52180	chr3	rev	19349787	16.6	4th_peak
AT3G52180	chr3	rev	19349795	26.4	3rd_peak
AT3G52180	chr3	rev	19349813	14.3	5th_peak
AT3G52190	chr3	rev	19353937	38.1	3rd_peak
AT3G52190	chr3	rev	19353972	61	2nd_peak
AT3G52190	chr3	rev	19353985	62	1st_peak
AT3G52200	chr3	fwd	19366299	10.8	3rd_peak
AT3G52200	chr3	fwd	19366344	16.3	2nd_peak
AT3G52200	chr3	fwd	19366386	98	1st_peak
AT3G52210	chr3	fwd	19369419	22	1st_peak
AT3G52210	chr3	fwd	19369495	14.7	2nd_peak
AT3G52220	chr3	rev	19369363	91	2nd_peak
AT3G52220	chr3	rev	19369390	206.5	1st_peak
AT3G52220	chr3	rev	19369410	10	3rd_peak
AT3G52230	chr3	fwd	19372488	105	1st_peak
AT3G52230	chr3	fwd	19372495	15.9	5th_peak
AT3G52230	chr3	fwd	19372538	22.4	4th_peak
AT3G52230	chr3	fwd	19372550	35.3	3rd_peak
AT3G52230	chr3	fwd	19372559	60	2nd_peak
AT3G52230	chr3	fwd	19372600	12.6	6th_peak
AT3G52230	chr3	fwd	19372657	11	7th_peak
AT3G52240	chr3	rev	19372698	59.9	2nd_peak
AT3G52240	chr3	rev	19372715	92	1st_peak
AT3G52240	chr3	rev	19372731	33	3rd_peak
AT3G52250	chr3	fwd	19383361	111	2nd_peak
AT3G52250	chr3	fwd	19383380	125.3	1st_peak
AT3G52260	chr3	rev	19383281	13.2	1st_peak
AT3G52280	chr3	rev	19388982	169	1st_peak
AT3G52290	chr3	fwd	19396403	14.4	1st_peak
AT3G52290	chr3	fwd	19396409	11.6	2nd_peak
AT3G52300	chr3	fwd	19398227	36	8th_peak
AT3G52300	chr3	fwd	19398254	139.1	6th_peak
AT3G52300	chr3	fwd	19398264	11.3	9th_peak
AT3G52300	chr3	fwd	19398277	156.8	5th_peak
AT3G52300	chr3	fwd	19398282	55.2	7th_peak
AT3G52300	chr3	fwd	19398292	251.8	3rd_peak
AT3G52300	chr3	fwd	19398306	392.7	1st_peak
AT3G52300	chr3	fwd	19398330	193	4th_peak
AT3G52300	chr3	fwd	19398376	296.1	2nd_peak
AT3G52340	chr3	fwd	19409247	10	7th_peak
AT3G52340	chr3	fwd	19409297	63.6	2nd_peak
AT3G52340	chr3	fwd	19409325	96.9	1st_peak
AT3G52340	chr3	fwd	19409334	43.1	3rd_peak
AT3G52340	chr3	fwd	19409345	12	5th_peak
AT3G52340	chr3	fwd	19409478	10.5	6th_peak
AT3G52340	chr3	fwd	19409493	39	4th_peak
AT3G52360	chr3	fwd	19412898	22.8	4th_peak
AT3G52360	chr3	fwd	19412918	191	1st_peak
AT3G52360	chr3	fwd	19412929	125.9	2nd_peak
AT3G52360	chr3	fwd	19412939	11.3	5th_peak
AT3G52360	chr3	fwd	19412945	26	3rd_peak
AT3G52370	chr3	fwd	19419678	32.6	1st_peak
AT3G52370	chr3	fwd	19419701	11	2nd_peak
AT3G52380	chr3	fwd	19423038	121.4	3rd_peak
AT3G52380	chr3	fwd	19423054	160	2nd_peak
AT3G52380	chr3	fwd	19423074	120	4th_peak
AT3G52380	chr3	fwd	19423094	218.7	1st_peak
AT3G52390	chr3	rev	19422987	12.2	1st_peak
AT3G52400	chr3	rev	19425677	123	1st_peak
AT3G52400	chr3	rev	19425690	28.1	2nd_peak
AT3G52420	chr3	fwd	19430062	95.1	1st_peak
AT3G52420	chr3	fwd	19430078	35.5	3rd_peak
AT3G52420	chr3	fwd	19430096	40.3	2nd_peak
AT3G52430	chr3	fwd	19434379	12.1	2nd_peak
AT3G52430	chr3	fwd	19434398	31	1st_peak
AT3G52470	chr3	fwd	19451556	10.6	2nd_peak
AT3G52470	chr3	fwd	19451604	383.3	1st_peak
AT3G52480	chr3	rev	19452252	111	1st_peak
AT3G52500	chr3	rev	19465503	48.7	2nd_peak
AT3G52500	chr3	rev	19465510	12.6	3rd_peak
AT3G52500	chr3	rev	19465548	142.5	1st_peak
AT3G52560	chr3	rev	19494371	136.1	2nd_peak
AT3G52560	chr3	rev	19494378	47.9	4th_peak
AT3G52560	chr3	rev	19494417	22	8th_peak
AT3G52560	chr3	rev	19494429	60.5	3rd_peak
AT3G52560	chr3	rev	19494457	277.1	1st_peak
AT3G52560	chr3	rev	19494477	41	5th_peak
AT3G52560	chr3	rev	19494484	31.4	6th_peak
AT3G52560	chr3	rev	19494494	30.5	7th_peak
AT3G52570	chr3	fwd	19502999	31	1st_peak
AT3G52580	chr3	fwd	19504856	89	2nd_peak
AT3G52580	chr3	fwd	19504869	29	3rd_peak
AT3G52580	chr3	fwd	19504880	234	1st_peak
AT3G52590	chr3	fwd	19506794	36	5th_peak
AT3G52590	chr3	fwd	19506813	742.3	2nd_peak
AT3G52590	chr3	fwd	19506832	445.1	3rd_peak
AT3G52590	chr3	fwd	19506845	1088.7	1st_peak
AT3G52590	chr3	fwd	19506855	23.3	6th_peak
AT3G52590	chr3	fwd	19506871	85.5	4th_peak
AT3G52590	chr3	fwd	19506892	13.9	7th_peak
AT3G52610	chr3	fwd	19512643	50	1st_peak
AT3G52640	chr3	rev	19514936	31	1st_peak
AT3G52660	chr3	fwd	19524832	25.8	1st_peak
AT3G52660	chr3	fwd	19524906	17	2nd_peak
AT3G52710	chr3	fwd	19535925	25.1	2nd_peak
AT3G52710	chr3	fwd	19535945	147.3	1st_peak
AT3G52710	chr3	fwd	19535961	12	3rd_peak
AT3G52710	chr3	fwd	19535968	12	4th_peak
AT3G52720	chr3	rev	19538623	37.8	4th_peak
AT3G52720	chr3	rev	19538661	16.2	7th_peak
AT3G52720	chr3	rev	19538671	49.6	3rd_peak
AT3G52720	chr3	rev	19538687	110.8	1st_peak
AT3G52720	chr3	rev	19538695	20.2	6th_peak
AT3G52720	chr3	rev	19538708	60.8	2nd_peak
AT3G52720	chr3	rev	19538715	28.2	5th_peak
AT3G52730	chr3	rev	19542919	43.6	6th_peak
AT3G52730	chr3	rev	19542933	112	4th_peak
AT3G52730	chr3	rev	19542938	192.4	3rd_peak
AT3G52730	chr3	rev	19542957	218.4	2nd_peak
AT3G52730	chr3	rev	19542996	369	1st_peak
AT3G52730	chr3	rev	19543017	52.9	5th_peak
AT3G52740	chr3	rev	19546368	11.1	2nd_peak
AT3G52740	chr3	rev	19546375	55.7	1st_peak
AT3G52750	chr3	rev	19549662	111.9	1st_peak
AT3G52760	chr3	rev	19553748	11.3	5th_peak
AT3G52760	chr3	rev	19553758	68.7	1st_peak
AT3G52760	chr3	rev	19553777	65	2nd_peak
AT3G52760	chr3	rev	19553792	16.4	4th_peak
AT3G52760	chr3	rev	19553844	36	3rd_peak
AT3G52790	chr3	rev	19565879	13	2nd_peak
AT3G52790	chr3	rev	19565930	37	1st_peak
AT3G52800	chr3	fwd	19570507	53	2nd_peak
AT3G52800	chr3	fwd	19570526	12	5th_peak
AT3G52800	chr3	fwd	19570588	459	1st_peak
AT3G52800	chr3	fwd	19570622	13	4th_peak
AT3G52800	chr3	fwd	19570658	35	3rd_peak
AT3G52840	chr3	fwd	19586245	53.3	3rd_peak
AT3G52840	chr3	fwd	19586254	125.5	1st_peak
AT3G52840	chr3	fwd	19586263	42.1	4th_peak
AT3G52840	chr3	fwd	19586297	98	2nd_peak
AT3G52840	chr3	fwd	19586308	30.5	5th_peak
AT3G52840	chr3	fwd	19586316	11.1	6th_peak
AT3G52850	chr3	fwd	19591857	90.2	3rd_peak
AT3G52850	chr3	fwd	19591875	71.4	4th_peak
AT3G52850	chr3	fwd	19591884	19.5	6th_peak
AT3G52850	chr3	fwd	19591913	30.4	5th_peak
AT3G52850	chr3	fwd	19591932	230.9	1st_peak
AT3G52850	chr3	fwd	19591942	93.1	2nd_peak
AT3G52860	chr3	rev	19591834	36.4	1st_peak
AT3G52860	chr3	rev	19591850	32	2nd_peak
AT3G52860	chr3	rev	19591886	14.5	4th_peak
AT3G52860	chr3	rev	19591893	25.4	3rd_peak
AT3G52860	chr3	rev	19591913	10	5th_peak
AT3G52870	chr3	rev	19593174	26.2	3rd_peak
AT3G52870	chr3	rev	19593182	161.9	1st_peak
AT3G52870	chr3	rev	19593205	14.3	5th_peak
AT3G52870	chr3	rev	19593214	56	2nd_peak
AT3G52870	chr3	rev	19593271	24.3	4th_peak
AT3G52880	chr3	rev	19601213	292.7	2nd_peak
AT3G52880	chr3	rev	19601238	11	11th_peak
AT3G52880	chr3	rev	19601245	15.8	9th_peak
AT3G52880	chr3	rev	19601255	79.6	6th_peak
AT3G52880	chr3	rev	19601261	29.9	8th_peak
AT3G52880	chr3	rev	19601277	175.6	3rd_peak
AT3G52880	chr3	rev	19601296	1377.2	1st_peak
AT3G52880	chr3	rev	19601306	49.8	7th_peak
AT3G52880	chr3	rev	19601323	89.2	5th_peak
AT3G52880	chr3	rev	19601384	97.2	4th_peak
AT3G52880	chr3	rev	19601391	14.8	10th_peak
AT3G52890	chr3	fwd	19612121	84	1st_peak
AT3G52890	chr3	fwd	19612164	46	2nd_peak
AT3G52890	chr3	fwd	19612188	17.9	3rd_peak
AT3G52900	chr3	fwd	19613995	24.4	1st_peak
AT3G52900	chr3	fwd	19614026	10	2nd_peak
AT3G52905	chr3	rev	19614009	61	1st_peak
AT3G52910	chr3	rev	19616024	12	1st_peak
AT3G52910	chr3	rev	19616072	11	2nd_peak
AT3G52920	chr3	fwd	19626189	14.7	2nd_peak
AT3G52920	chr3	fwd	19626193	38.7	1st_peak
AT3G52930	chr3	rev	19627059	43.1	7th_peak
AT3G52930	chr3	rev	19627065	98.9	3rd_peak
AT3G52930	chr3	rev	19627084	65.4	5th_peak
AT3G52930	chr3	rev	19627090	24.6	9th_peak
AT3G52930	chr3	rev	19627114	95	4th_peak
AT3G52930	chr3	rev	19627134	1005.8	1st_peak
AT3G52930	chr3	rev	19627151	805.9	2nd_peak
AT3G52930	chr3	rev	19627169	41.6	8th_peak
AT3G52930	chr3	rev	19627248	48.8	6th_peak
AT3G52940	chr3	rev	19630221	38.2	1st_peak
AT3G52950	chr3	fwd	19636657	13	2nd_peak
AT3G52950	chr3	fwd	19636720	12.6	3rd_peak
AT3G52950	chr3	fwd	19636726	13.1	1st_peak
AT3G52950	chr3	fwd	19636795	10	4th_peak
AT3G52960	chr3	fwd	19640501	16.9	7th_peak
AT3G52960	chr3	fwd	19640533	110.4	5th_peak
AT3G52960	chr3	fwd	19640545	446.1	1st_peak
AT3G52960	chr3	fwd	19640553	316.7	2nd_peak
AT3G52960	chr3	fwd	19640570	252.5	3rd_peak
AT3G52960	chr3	fwd	19640584	223.4	4th_peak
AT3G52960	chr3	fwd	19640597	94	6th_peak
AT3G52990	chr3	fwd	19652404	18.4	3rd_peak
AT3G52990	chr3	fwd	19652449	90	2nd_peak
AT3G52990	chr3	fwd	19652469	325.6	1st_peak
AT3G53020	chr3	rev	19660519	62	4th_peak
AT3G53020	chr3	rev	19660565	643.5	1st_peak
AT3G53020	chr3	rev	19660585	448.5	3rd_peak
AT3G53020	chr3	rev	19660599	533	2nd_peak
AT3G53020	chr3	rev	19660614	29.6	6th_peak
AT3G53020	chr3	rev	19660631	31	5th_peak
AT3G53030	chr3	fwd	19664499	15.5	2nd_peak
AT3G53030	chr3	fwd	19664531	28.3	1st_peak
AT3G53100	chr3	rev	19684715	35.8	3rd_peak
AT3G53100	chr3	rev	19684730	36.1	2nd_peak
AT3G53100	chr3	rev	19684750	44.8	1st_peak
AT3G53120	chr3	rev	19690605	70.7	1st_peak
AT3G53120	chr3	rev	19690624	11	2nd_peak
AT3G53130	chr3	fwd	19695437	43.4	1st_peak
AT3G53130	chr3	fwd	19695455	31.5	2nd_peak
AT3G53130	chr3	fwd	19695469	14	3rd_peak
AT3G53180	chr3	fwd	19711318	12.7	3rd_peak
AT3G53180	chr3	fwd	19711364	20.6	2nd_peak
AT3G53180	chr3	fwd	19711440	27	1st_peak
AT3G53190	chr3	fwd	19717589	96	1st_peak
AT3G53210	chr3	fwd	19721870	12	1st_peak
AT3G53230	chr3	fwd	19726593	14	4th_peak
AT3G53230	chr3	fwd	19726611	21.9	3rd_peak
AT3G53230	chr3	fwd	19726633	11	5th_peak
AT3G53230	chr3	fwd	19726657	59.8	2nd_peak
AT3G53230	chr3	fwd	19726671	83	1st_peak
AT3G53240	chr3	fwd	19739137	11.8	1st_peak
AT3G53240	chr3	fwd	19739165	10	2nd_peak
