region	coord	gene	Oxt PAT#
CDS	12064957	AT3G30430	1
3UTR	12104948	AT3G30460	1
3UTR	12105082	AT3G30460	1
3UTR	13047737	AT3G32040	3
3UTR	13062857	AT3G32047	1
intron	13237840	AT3G32280	2
intron	13358189	AT3G32400	15
3UTR	14093569	AT3G33530	2
3UTR	14228453	AT3G42050	5
3UTR	14228706	AT3G42050	11
3UTR	14311696	AT3G42150	1
3UTR	15091638	AT3G43110	1
3UTR	15179094	AT3G43190	4
intron	15192404	AT3G43210	3
3UTR	15196991	AT3G43220	2
CDS	15222585	AT3G43270	1
CDS	15222747	AT3G43270	1
CDS	15223357	AT3G43270	1
3UTR	15233899	AT3G43300	3
CDS	15237627	AT3G43300	3
CDS	15240073	AT3G43300	1
intron	15238081	AT3G43300	1
3UTR	15512447	AT3G43590	5
3UTR	15512500	AT3G43590	2
CDS	15514312	AT3G43600	3
3UTR	15603571	AT3G43700	1
3UTR	15603728	AT3G43700	41
CDS	15615549	AT3G43720	10
3UTR	15645569	AT3G43740	2
3UTR	15661978	AT3G43800	4
CDS	15664716	AT3G43810	1
intron	15755644	AT3G43920	1
3UTR	15774019	AT3G43960	1
CDS	15775481	AT3G43960	11
3UTR	15868755	AT3G44110	1
5UTR	15906594	AT3G44200	2
CDS	15909582	AT3G44200	2
CDS	15909608	AT3G44200	2
CDS	15909703	AT3G44200	1
CDS	15988001	AT3G44310	2
intron	15987395	AT3G44310	3
intron	15993956	AT3G44320	1
3UTR	16000889	AT3G44326	1
3UTR	16010885	AT3G44330	1
3UTR	16011724	AT3G44340	1
3UTR	16011782	AT3G44340	2
3UTR	16011896	AT3G44340	2
CDS	16013886	AT3G44340	1
3UTR	16068943	AT3G44430	1
3UTR	16108096	AT3G44510	1
3UTR	16141420	AT3G44550	1
3UTR	16141648	AT3G44550	1
3UTR	16195579	AT3G44620	3
3UTR	16299732	AT3G44750	49
3UTR	16299870	AT3G44750	1
CDS	16362642	AT3G44820	1
3UTR	16372478	AT3G44830	1
CDS	16386632	AT3G44890	1
CDS	16433177	AT3G44970	1
3UTR	16469026	AT3G45020	1
3UTR	16469075	AT3G45020	1
3UTR	16490519	AT3G45090	1
CDS	16513811	AT3G45130	1
CDS	16526169	AT3G45140	1
CDS	16528588	AT3G45140	3
CDS	16528838	AT3G45140	1
CDS	16528908	AT3G45140	1
CDS	16572764	AT3G45240	1
3UTR	16653930	AT3G45410	1
3UTR	16667977	AT3G45443	2
3UTR	16739264	AT3G45610	1
3UTR	16739296	AT3G45610	1
3UTR	16748051	AT3G45620	1
3UTR	16764332	AT3G45660	1
3UTR	16764364	AT3G45660	1
3UTR	16793471	AT3G45740	2
3UTR	16793523	AT3G45740	1
5UTR	16790816	AT3G45740	1
3UTR	16793642	AT3G45750	1
CDS	16819125	AT3G45780	1
CDS	16820684	AT3G45780	2
intron	16821753	AT3G45780	1
CDS	16843380	AT3G45830	1
CDS	16843581	AT3G45830	3
3UTR	16855518	AT3G45850	2
CDS	16856015	AT3G45850	1
3UTR	16874559	AT3G45900	1
3UTR	16907410	AT3G46000	2
3UTR	16909287	AT3G46010	10
3UTR	16913414	AT3G46030	2
3UTR	16919861	AT3G46060	10
3UTR	16920347	AT3G46070	1
3UTR	16922564	AT3G46080	4
3UTR	16928399	AT3G46100	1
3UTR	16952445	AT3G46170	1
3UTR	16976708	AT3G46210	4
3UTR	16976792	AT3G46210	1
intron	16979927	AT3G46220	11
3UTR	16984145	AT3G46230	1
3UTR	16984213	AT3G46230	1
CDS	16984526	AT3G46230	5
3UTR	17000698	AT3G46270	1
CDS	17005916	AT3G46280	1
CDS	17015484	AT3G46290	2
3UTR	17019969	AT3G46320	1
3UTR	17088951	AT3G46440	2
3UTR	17093184	AT3G46450	1
CDS	17119207	AT3G46490	1
intron	17122320	AT3G46500	1
CDS	17125559	AT3G46510	1
CDS	17132502	AT3G46530	1
CDS	17132997	AT3G46530	1
intron	17134981	AT3G46540	1
3UTR	17136506	AT3G46550	1
CDS	17137171	AT3G46550	1
3UTR	17139524	AT3G46560	1
3UTR	17149568	AT3G46580	2
3UTR	17159843	AT3G46600	2
CDS	17189995	AT3G46660	1
CDS	17229747	AT3G46780	2
CDS	17230526	AT3G46780	284
CDS	17230743	AT3G46780	42
CDS	17230993	AT3G46780	2
3UTR	17264373	AT3G46870	1
3UTR	17264424	AT3G46870	2
3UTR	17290799	AT3G46960	1
3UTR	17313789	AT3G47000	1
3UTR	17328068	AT3G47050	1
CDS	17351696	AT3G47120	1
3UTR	17360174	AT3G47160	2
3UTR	17360214	AT3G47160	3
CDS	17360263	AT3G47160	2
CDS	17360311	AT3G47160	1
3UTR	17400029	AT3G47250	3
3UTR	17400118	AT3G47250	1
CDS	17400143	AT3G47250	1
CDS	17400975	AT3G47250	1
3UTR	17423508	AT3G47290	1
CDS	17421719	AT3G47290	1
CDS	17421794	AT3G47290	1
CDS	17422045	AT3G47290	3
intron	17421853	AT3G47290	1
intron	17422471	AT3G47290	1
intron	17422795	AT3G47290	2
CDS	17439250	AT3G47340	1
3UTR	17464817	AT3G47390	44
CDS	17483232	AT3G47450	1
CDS	17493697	AT3G47470	132
CDS	17494195	AT3G47470	11
CDS	17494608	AT3G47470	1
intron	17493837	AT3G47470	26
intron	17494111	AT3G47470	2
CDS	17504319	AT3G47500	1
CDS	17504459	AT3G47500	1
3UTR	17525440	AT3G47550	2
3UTR	17539354	AT3G47600	2
CDS	17549904	AT3G47610	1
3UTR	17637063	AT3G47800	1
CDS	17635817	AT3G47800	11
CDS	17636455	AT3G47800	4
CDS	17636565	AT3G47800	1
3UTR	17637214	AT3G47810	1
CDS	17644628	AT3G47820	1
CDS	17657290	AT3G47860	2
CDS	17657532	AT3G47860	2
intron	17696268	AT3G47950	2
3UTR	17712972	AT3G47980	1
CDS	17717271	AT3G48000	164
intron	17726254	AT3G48030	3
intron	17726293	AT3G48030	2
intron	17726816	AT3G48030	1
intron	17748068	AT3G48060	16
3UTR	17755353	AT3G48090	2
3UTR	17771134	AT3G48110	2
3UTR	17771174	AT3G48110	1
CDS	17769407	AT3G48110	1
intron	17766342	AT3G48110	1
3UTR	17774609	AT3G48120	1
3UTR	17786212	AT3G48170	1
CDS	17793050	AT3G48185	1
3UTR	17828423	AT3G48190	25
3UTR	17828598	AT3G48190	21
intron	17801855	AT3G48190	1
3UTR	17858120	AT3G48230	1
CDS	17880386	AT3G48280	1
3UTR	17889782	AT3G48310	1
CDS	17898948	AT3G48340	2
3UTR	17907405	AT3G48350	3
3UTR	17908382	AT3G48360	1
3UTR	17925761	AT3G48410	1
3UTR	17940613	AT3G48430	1
3UTR	17943674	AT3G48440	2
3UTR	17943723	AT3G48440	2
intron	17942078	AT3G48440	11
3UTR	17962012	AT3G48490	4
3UTR	17965652	AT3G48500	1
CDS	17965259	AT3G48500	3
3UTR	17967334	AT3G48510	2
3UTR	17994675	AT3G48550	13
3UTR	17994782	AT3G48550	4
3UTR	18003987	AT3G48570	4
3UTR	18008429	AT3G48580	1
CDS	18037312	AT3G48690	1
3UTR	18049524	AT3G48720	2
CDS	18049267	AT3G48720	1
CDS	18050242	AT3G48730	2
CDS	18051256	AT3G48730	21
CDS	18073301	AT3G48750	1
CDS	18077703	AT3G48760	1
3UTR	18095354	AT3G48790	2
3UTR	18114469	AT3G48850	1
3UTR	18114516	AT3G48850	1
3UTR	18140691	AT3G48920	2
intron	18139990	AT3G48920	1
3UTR	18152345	AT3G48970	2
3UTR	18158349	AT3G48980	1
3UTR	18158910	AT3G48990	27
CDS	18160308	AT3G48990	1
CDS	18165150	AT3G49000	2
3UTR	18166918	AT3G49010	1
CDS	18166992	AT3G49010	14
CDS	18183399	AT3G49050	14
3UTR	18203004	AT3G49110	4
intron	18201889	AT3G49110	1
3UTR	18210055	AT3G49120	6
3UTR	18211835	AT3G49130	4
CDS	18210460	AT3G49130	1
CDS	18210874	AT3G49130	2
CDS	18211341	AT3G49130	5
intron	18210545	AT3G49130	1
CDS	18214283	AT3G49140	1
CDS	18241116	AT3G49210	1
CDS	18251046	AT3G49220	31
CDS	18253608	AT3G49220	23
intron	18250936	AT3G49220	1
CDS	18264739	AT3G49260	1
3UTR	18297548	AT3G49350	1
3UTR	18297611	AT3G49350	5
CDS	18297664	AT3G49350	17
3UTR	18314703	AT3G49390	1
3UTR	18334845	AT3G49430	28
CDS	18333508	AT3G49430	1
3UTR	18371873	AT3G49560	1
3UTR	18371908	AT3G49560	11
3UTR	18372152	AT3G49560	1
3UTR	18380504	AT3G49600	2
3UTR	18380555	AT3G49600	8
3UTR	18387320	AT3G49601	1
CDS	18387693	AT3G49601	1
3UTR	18396700	AT3G49620	5
3UTR	18396922	AT3G49620	14
3UTR	18400387	AT3G49640	2
3UTR	18405112	AT3G49650	10
3UTR	18415540	AT3G49660	1
3UTR	18420885	AT3G49670	1
3UTR	18425586	AT3G49680	1
CDS	18439701	AT3G49710	2
CDS	18439992	AT3G49710	1
3UTR	18466334	AT3G49780	1
3UTR	18467992	AT3G49790	1
3UTR	18468215	AT3G49790	1
3UTR	18504832	AT3G49910	1
3UTR	18536948	AT3G50000	1
CDS	18538392	AT3G50010	1
3UTR	18549227	AT3G50040	3
3UTR	18558094	AT3G50060	4
3UTR	18565223	AT3G50070	1
intron	18609771	AT3G50190	1
intron	18609968	AT3G50190	1
3UTR	18614225	AT3G50210	10
3UTR	18641273	AT3G50290	2
3UTR	18657285	AT3G50330	1
3UTR	18665301	AT3G50340	1
CDS	18676941	AT3G50370	1
CDS	18678810	AT3G50370	1
CDS	18682989	AT3G50370	1
3UTR	18686492	AT3G50380	2
3UTR	18741741	AT3G50500	2
intron	18742280	AT3G50500	1
3UTR	18779328	AT3G50590	3
intron	18815132	AT3G50660	2
3UTR	18826220	AT3G50670	2
CDS	18834003	AT3G50682	2
CDS	18834063	AT3G50682	1
CDS	18834091	AT3G50682	10
3UTR	18834099	AT3G50685	1
5UTR	18834794	AT3G50685	4
3UTR	18835049	AT3G50690	1
3UTR	18835093	AT3G50690	1
3UTR	18835147	AT3G50690	3
CDS	18835403	AT3G50690	37
3UTR	18842969	AT3G50700	10
3UTR	18888992	AT3G50810	1
CDS	18892135	AT3G50820	1
CDS	18900689	AT3G50845	1
3UTR	18904126	AT3G50860	1
3UTR	18945040	AT3G51000	2
CDS	18945980	AT3G51000	1
3UTR	18957802	AT3G51050	1
3UTR	18957849	AT3G51050	6
3UTR	18966327	AT3G51060	2
CDS	18969930	AT3G51070	2
intron	18970407	AT3G51070	1
3UTR	18985956	AT3G51120	3
CDS	18987892	AT3G51120	1
CDS	18987934	AT3G51120	2
CDS	18989406	AT3G51120	1
3UTR	18999482	AT3G51140	1
3UTR	18999707	AT3G51140	1
CDS	19004983	AT3G51150	1
3UTR	19006921	AT3G51160	1
3UTR	19026961	AT3G51240	1
CDS	19026107	AT3G51240	1
CDS	19036735	AT3G51270	3
3UTR	19038910	AT3G51280	3
3UTR	19038955	AT3G51280	1
3UTR	19044352	AT3G51300	1
3UTR	19044403	AT3G51300	1
3UTR	19078010	AT3G51390	1
3UTR	19085479	AT3G51420	1
CDS	19087844	AT3G51430	1
intron	19103685	AT3G51480	1
3UTR	19112608	AT3G51520	1
3UTR	19117713	AT3G51550	2
3UTR	19117739	AT3G51550	3
CDS	19118052	AT3G51550	2
CDS	19118114	AT3G51550	2
3UTR	19130848	AT3G51580	1
3UTR	19130993	AT3G51580	1
CDS	19151565	AT3G51630	1
3UTR	19152019	AT3G51632	1
3UTR	19152130	AT3G51632	1
CDS	19197266	AT3G51750	1
3UTR	19199999	AT3G51770	1
3UTR	19200083	AT3G51770	2
3UTR	19200280	AT3G51770	1
3UTR	19209648	AT3G51790	1
3UTR	19215612	AT3G51810	1
CDS	19215299	AT3G51810	2
CDS	19215391	AT3G51810	1
3UTR	19216089	AT3G51820	2
3UTR	19225136	AT3G51830	1
3UTR	19225507	AT3G51840	1
3UTR	19235771	AT3G51850	1
CDS	19247297	AT3G51880	12
3UTR	19266713	AT3G51910	1
3UTR	19273098	AT3G51930	3
3UTR	19273158	AT3G51930	1
3UTR	19282659	AT3G51960	3
3UTR	19282692	AT3G51960	1
3UTR	19282739	AT3G51960	1
3UTR	19285617	AT3G51980	1
3UTR	19304370	AT3G52030	1
CDS	19304603	AT3G52040	1
3UTR	19309515	AT3G52050	1
3UTR	19310782	AT3G52060	26
CDS	19311243	AT3G52060	1
CDS	19311565	AT3G52060	1
3UTR	19318004	AT3G52090	2
3UTR	19328339	AT3G52115	1
3UTR	19328379	AT3G52115	1
CDS	19336351	AT3G52140	1
3UTR	19344808	AT3G52155	2
3UTR	19346949	AT3G52170	1
3UTR	19354018	AT3G52190	5
3UTR	19369419	AT3G52220	24
3UTR	19369518	AT3G52220	1
CDS	19369633	AT3G52220	1
CDS	19369724	AT3G52220	98
3UTR	19372419	AT3G52230	8
CDS	19378470	AT3G52250	5
3UTR	19387009	AT3G52270	1
3UTR	19389015	AT3G52280	2
CDS	19389939	AT3G52280	1
intron	19394963	AT3G52290	1
3UTR	19402894	AT3G52310	1
3UTR	19403053	AT3G52310	2
3UTR	19412850	AT3G52360	58
3UTR	19419833	AT3G52370	1
3UTR	19423005	AT3G52390	1
intron	19451665	AT3G52470	2
3UTR	19452137	AT3G52480	5
3UTR	19452304	AT3G52480	2
3UTR	19488668	AT3G52540	4
3UTR	19497118	AT3G52561	1
CDS	19526727	AT3G52670	3
intron	19540922	AT3G52720	1
3UTR	19543065	AT3G52730	1
3UTR	19553775	AT3G52760	1
3UTR	19553900	AT3G52760	1
3UTR	19586110	AT3G52840	1
3UTR	19591782	AT3G52850	1
CDS	19593562	AT3G52870	1
3UTR	19601104	AT3G52880	1
3UTR	19612123	AT3G52890	1
CDS	19627529	AT3G52930	1
3UTR	19656509	AT3G53010	2
3UTR	19656549	AT3G53010	1
CDS	19656620	AT3G53010	1
CDS	19661116	AT3G53020	1
3UTR	19664384	AT3G53030	1
CDS	19682356	AT3G53090	1
3UTR	19690513	AT3G53110	1
3UTR	19690662	AT3G53110	3
3UTR	19697361	AT3G53130	1
3UTR	19697487	AT3G53130	1
intron	19696767	AT3G53130	1
intron	19696892	AT3G53130	2
3UTR	19697588	AT3G53150	4
CDS	19702710	AT3G53160	1
CDS	19708991	AT3G53180	1
3UTR	19717631	AT3G53190	2
intron	19714873	AT3G53190	2
intron	19715992	AT3G53190	1
3UTR	19769255	AT3G53320	1
3UTR	19800070	AT3G53402	1
CDS	19801620	AT3G53410	1
3UTR	19812728	AT3G53450	1
CDS	19819903	AT3G53460	2
CDS	19820027	AT3G53460	6
intron	19820519	AT3G53460	2
3UTR	19831652	AT3G53480	6
3UTR	19831884	AT3G53480	2
CDS	19831585	AT3G53480	3
3UTR	19834395	AT3G53500	3
3UTR	19834432	AT3G53500	2
3UTR	19846794	AT3G53540	1
3UTR	19892741	AT3G53680	3
3UTR	19903502	AT3G53710	1
intron	19904639	AT3G53710	1
3UTR	19912467	AT3G53730	2
CDS	19914106	AT3G53740	1
3UTR	19933091	AT3G53810	10
3UTR	19949537	AT3G53860	1
3UTR	19952841	AT3G53870	5
3UTR	19955252	AT3G53880	1
3UTR	19956763	AT3G53900	1
CDS	19961223	AT3G53920	1
CDS	19962368	AT3G53920	1
3UTR	19977345	AT3G53950	31
3UTR	19987271	AT3G53970	15
3UTR	19987462	AT3G53980	1
3UTR	19998546	AT3G54000	1
3UTR	19998665	AT3G54000	1
CDS	20017155	AT3G54050	5
3UTR	20026726	AT3G54080	11
CDS	20026387	AT3G54080	6
intron	20029083	AT3G54090	1
3UTR	20045664	AT3G54140	1
3UTR	20061303	AT3G54180	1
3UTR	20067470	AT3G54210	1
CDS	20074992	AT3G54230	1
intron	20078372	AT3G54230	1
3UTR	20082276	AT3G54250	1
3UTR	20086973	AT3G54270	1
CDS	20096783	AT3G54280	1
intron	20092476	AT3G54280	1
3UTR	20108157	AT3G54300	1
3UTR	20108321	AT3G54300	1
CDS	20141108	AT3G54400	2
CDS	20141135	AT3G54400	11
intron	20151637	AT3G54440	1
intron	20151674	AT3G54440	6
intron	20151747	AT3G54440	2
CDS	20169707	AT3G54470	14
CDS	20190828	AT3G54540	1
CDS	20190980	AT3G54540	1
3UTR	20197682	AT3G54560	4
intron	20215578	AT3G54610	1
5UTR	20228893	AT3G54650	1
3UTR	20243986	AT3G54670	2
CDS	20271167	AT3G54760	1
3UTR	20281617	AT3G54790	1
3UTR	20298615	AT3G54810	2
3UTR	20298722	AT3G54810	2
CDS	20297152	AT3G54810	1
CDS	20348342	AT3G54920	2
3UTR	20350990	AT3G54930	1
3UTR	20383895	AT3G55000	2
3UTR	20388616	AT3G55010	4
3UTR	20389208	AT3G55020	1
CDS	20391203	AT3G55020	1
3UTR	20440374	AT3G55140	1
3UTR	20472994	AT3G55230	1
3UTR	20493124	AT3G55260	1
CDS	20503339	AT3G55290	1
CDS	20509238	AT3G55320	1
3UTR	20535650	AT3G55400	1
3UTR	20545758	AT3G55410	1
3UTR	20546072	AT3G55410	1
3UTR	20548586	AT3G55420	4
CDS	20550199	AT3G55430	2
CDS	20550487	AT3G55430	2
CDS	20550519	AT3G55430	2
intron	20550776	AT3G55430	1
3UTR	20556473	AT3G55440	2
CDS	20555753	AT3G55440	3
CDS	20555877	AT3G55440	1
intron	20558207	AT3G55450	11
3UTR	20574875	AT3G55500	3
3UTR	20574947	AT3G55500	2
3UTR	20575001	AT3G55500	1
3UTR	20604847	AT3G55560	3
3UTR	20615828	AT3G55580	1
3UTR	20615861	AT3G55580	2
CDS	20639358	AT3G55630	1
3UTR	20657677	AT3G55670	48
3UTR	20675909	AT3G55710	1
CDS	20700931	AT3G55760	1
3UTR	20708773	AT3G55790	1
CDS	20711036	AT3G55800	3
5UTR	20729406	AT3G55860	1
3UTR	20743390	AT3G55910	1
3UTR	20743505	AT3G55920	1513
3UTR	20750329	AT3G55940	1
intron	20767625	AT3G55970	1
intron	20767923	AT3G55970	1
CDS	20778518	AT3G55980	2
intron	20781060	AT3G55990	1
3UTR	20789842	AT3G56010	2
3UTR	20790667	AT3G56020	9
3UTR	20792346	AT3G56030	1
intron	20796118	AT3G56040	1
CDS	20803626	AT3G56060	1
CDS	20803939	AT3G56060	1
3UTR	20810414	AT3G56080	1
3UTR	20810494	AT3G56080	1
3UTR	20822068	AT3G56110	54
3UTR	20826615	AT3G56120	1
intron	20831219	AT3G56140	2
3UTR	20833479	AT3G56150	21
3UTR	20833686	AT3G56150	254
CDS	20833856	AT3G56150	13
CDS	20833919	AT3G56150	1
CDS	20835412	AT3G56150	1
3UTR	20837423	AT3G56160	1
3UTR	20863347	AT3G56240	113
3UTR	20868058	AT3G56250	1
3UTR	20894064	AT3G56350	1
3UTR	20897509	AT3G56360	1
intron	20916650	AT3G56408	6
intron	20916695	AT3G56408	3
intron	20916764	AT3G56408	1
intron	20917737	AT3G56408	1
CDS	20916645	AT3G56410	1
3UTR	20928902	AT3G56440	1
3UTR	20932992	AT3G56450	4
3UTR	20936088	AT3G56470	2
CDS	20935139	AT3G56470	1
3UTR	20972529	AT3G56620	1
3UTR	20980551	AT3G56630	16
CDS	20979322	AT3G56630	1
3UTR	21013369	AT3G56720	2
CDS	21013172	AT3G56720	3
3UTR	21020657	AT3G56760	1
3UTR	21033429	AT3G56780	1
CDS	21034218	AT3G56790	1
CDS	21034350	AT3G56790	2
3UTR	21046345	AT3G56840	2
intron	21050493	AT3G56860	1
intron	21050528	AT3G56860	3
intron	21050589	AT3G56860	1
CDS	21053351	AT3G56870	7
CDS	21053500	AT3G56870	1
3UTR	21062739	AT3G56890	1
CDS	21064254	AT3G56891	1
3UTR	21076150	AT3G56930	1
3UTR	21084101	AT3G56960	1
3UTR	21088259	AT3G56990	22
intron	21110419	AT3G57040	1
3UTR	21111596	AT3G57050	1
3UTR	21114938	AT3G57060	1
3UTR	21125483	AT3G57070	1
3UTR	21135486	AT3G57110	2
3UTR	21150300	AT3G57130	1
CDS	21154469	AT3G57150	8
intron	21160685	AT3G57170	1
3UTR	21163570	AT3G57180	2
CDS	21164985	AT3G57180	1
CDS	21175720	AT3G57220	2
3UTR	21181663	AT3G57240	2
3UTR	21181729	AT3G57240	18
CDS	21201205	AT3G57300	1
3UTR	21226673	AT3G57360	2
3UTR	21243365	AT3G57410	2
intron	21249930	AT3G57410	3
3UTR	21252448	AT3G57420	5
3UTR	21277927	AT3G57480	1
3UTR	21282472	AT3G57500	1
CDS	21291474	AT3G57520	3
CDS	21291966	AT3G57520	3
CDS	21297564	AT3G57530	11
intron	21297143	AT3G57530	1
3UTR	21301499	AT3G57540	1
5UTR	21312501	AT3G57570	1
CDS	21321345	AT3G57580	2
3UTR	21339227	AT3G57630	1
CDS	21361420	AT3G57660	8
3UTR	21399657	AT3G57780	52
3UTR	21399686	AT3G57780	33
3UTR	21404747	AT3G57785	1
3UTR	21407886	AT3G57800	4
3UTR	21428641	AT3G57870	2
3UTR	21455909	AT3G57940	1
3UTR	21470098	AT3G57990	1
3UTR	21470133	AT3G57990	1
3UTR	21512442	AT3G58090	1
intron	21513118	AT3G58090	1
3UTR	21515237	AT3G58100	1
CDS	21518153	AT3G58110	16
CDS	21518893	AT3G58110	1
3UTR	21521203	AT3G58120	1
3UTR	21542147	AT3G58160	1
intron	21539704	AT3G58160	1
3UTR	21564360	AT3G58220	1
3UTR	21623136	AT3G58460	2
CDS	21625306	AT3G58460	1
3UTR	21626576	AT3G58470	1
3UTR	21643634	AT3G58510	1
CDS	21640992	AT3G58510	1
CDS	21641100	AT3G58510	1
CDS	21642496	AT3G58510	1
CDS	21642773	AT3G58510	2
3UTR	21643812	AT3G58520	1
3UTR	21643839	AT3G58520	27
3UTR	21649341	AT3G58540	1
3UTR	21650643	AT3G58560	1
3UTR	21650697	AT3G58560	52
3UTR	21660620	AT3G58580	1
3UTR	21674675	AT3G58610	1
CDS	21674421	AT3G58610	2
3UTR	21682961	AT3G58620	1
3UTR	21696312	AT3G58650	1
3UTR	21711426	AT3G58690	1
3UTR	21718322	AT3G58730	2
3UTR	21752119	AT3G58810	1
3UTR	21754690	AT3G58820	1
3UTR	21763592	AT3G58860	1
3UTR	21810353	AT3G59020	1
intron	21815717	AT3G59020	2
3UTR	21895727	AT3G59220	1
3UTR	21905272	AT3G59260	1
3UTR	21917792	AT3G59290	7
3UTR	21948365	AT3G59390	1
3UTR	21948614	AT3G59400	1
3UTR	21978966	AT3G59470	16
CDS	21996361	AT3G59540	2
intron	21997462	AT3G59550	1
3UTR	22000752	AT3G59570	1
3UTR	22000869	AT3G59570	1
CDS	22003830	AT3G59570	1
3UTR	22030446	AT3G59640	1
CDS	22035924	AT3G59660	1
CDS	22084461	AT3G59770	2
intron	22095581	AT3G59800	1
3UTR	22098110	AT3G59820	1
3UTR	22098168	AT3G59820	1
intron	22099506	AT3G59820	11
3UTR	22116312	AT3G59870	1
CDS	22116464	AT3G59870	1
3UTR	22130736	AT3G59910	1
CDS	22131077	AT3G59910	1
CDS	22143464	AT3G59940	1
CDS	22144253	AT3G59940	3
3UTR	22165577	AT3G60030	1
CDS	22200955	AT3G60110	1
3UTR	22209098	AT3G60120	7
3UTR	22209127	AT3G60120	2
3UTR	22220732	AT3G60140	13
3UTR	22220898	AT3G60140	6
CDS	22220449	AT3G60140	1
CDS	22220510	AT3G60140	1
intron	22217157	AT3G60140	1
intron	22219595	AT3G60140	1
3UTR	22250520	AT3G60200	1
3UTR	22254564	AT3G60220	1
3UTR	22268357	AT3G60240	2
CDS	22265260	AT3G60240	1
CDS	22266461	AT3G60240	5
CDS	22266588	AT3G60240	4
CDS	22267189	AT3G60240	1
3UTR	22269975	AT3G60245	3
3UTR	22277911	AT3G60270	3
CDS	22287200	AT3G60300	1
CDS	22287331	AT3G60300	52
3UTR	22291781	AT3G60318	4
3UTR	22333599	AT3G60410	1
3UTR	22374463	AT3G60530	3
3UTR	22374495	AT3G60530	3
3UTR	22410322	AT3G60630	1
3UTR	22424548	AT3G60670	1
CDS	22455225	AT3G60750	2
CDS	22456015	AT3G60750	2
CDS	22485274	AT3G60860	3
CDS	22485804	AT3G60860	1
CDS	22486279	AT3G60860	1
CDS	22486772	AT3G60860	2
CDS	22536832	AT3G60960	2
intron	22536977	AT3G60960	2
intron	22537170	AT3G60960	3
intron	22537203	AT3G60960	1
intron	22572355	AT3G61010	3
CDS	22599194	AT3G61050	1
CDS	22600665	AT3G61050	1
CDS	22600920	AT3G61050	1
3UTR	22610501	AT3G61100	1
3UTR	22630170	AT3G61140	1
intron	22629061	AT3G61140	1
3UTR	22647611	AT3G61180	1
3UTR	22657563	AT3G61200	2
3UTR	22669478	AT3G61240	1
CDS	22675523	AT3G61260	13
3UTR	22727166	AT3G61420	1
CDS	22728212	AT3G61420	5
3UTR	22735190	AT3G61430	1
3UTR	22735408	AT3G61430	1
CDS	22733882	AT3G61430	1
3UTR	22738028	AT3G61440	1
CDS	22746632	AT3G61470	1
intron	22746385	AT3G61470	1
3UTR	22771355	AT3G61530	3
3UTR	22771421	AT3G61530	2
intron	22775433	AT3G61540	1
3UTR	22779519	AT3G61570	3
CDS	22780415	AT3G61570	1
intron	22780390	AT3G61570	1
5UTR	22799311	AT3G61610	1
CDS	22821109	AT3G61670	1
3UTR	22827106	AT3G61680	1
3UTR	22867713	AT3G61780	1
CDS	22870920	AT3G61780	1
3UTR	22874661	AT3G61800	12
3UTR	22900109	AT3G61860	1
3UTR	22900155	AT3G61860	2
CDS	22900835	AT3G61860	1
3UTR	22905845	AT3G61880	1
3UTR	22914342	AT3G61890	1
3UTR	22922885	AT3G61898	1
intron	22922644	AT3G61898	15
3UTR	22941785	AT3G61960	1
intron	22942310	AT3G61960	1
3UTR	22975287	AT3G62040	1
3UTR	22983592	AT3G62070	1
3UTR	23008815	AT3G62140	1
CDS	23008425	AT3G62140	1
3UTR	23008670	AT3G62150	7
intron	23027671	AT3G62210	16
3UTR	23053812	AT3G62290	2
3UTR	23062817	AT3G62330	1
intron	23090130	AT3G62400	1
3UTR	23098724	AT3G62450	10
3UTR	23098750	AT3G62450	34
3UTR	23123914	AT3G62510	1
3UTR	23124108	AT3G62510	1
3UTR	23137131	AT3G62550	26
3UTR	23137238	AT3G62550	1
intron	23136564	AT3G62550	1
3UTR	23147972	AT3G62590	1
5UTR	23150234	AT3G62590	1
CDS	23147999	AT3G62590	1
3UTR	23169029	AT3G62650	531
3UTR	23169233	AT3G62650	32
intron	23183481	AT3G62680	16
3UTR	23185324	AT3G62690	1
3UTR	23202745	AT3G62720	1
intron	23215618	AT3G62750	1
CDS	23250133	AT3G62900	1
3UTR	23266836	AT3G62950	1
3UTR	23285424	AT3G63000	12
3UTR	23296498	AT3G63030	2
3UTR	23298880	AT3G63052	18
3UTR	23309672	AT3G63070	1
5UTR	23309861	AT3G63080	1
5UTR	23309985	AT3G63080	1
3UTR	23328995	AT3G63150	1
3UTR	23329051	AT3G63150	1
3UTR	23342806	AT3G63190	1
3UTR	23347623	AT3G63200	1
3UTR	23347654	AT3G63200	2
3UTR	23357444	AT3G63220	10
3UTR	23363883	AT3G63240	2
3UTR	23387848	AT3G63300	1
3UTR	23391676	AT3G63330	1
3UTR	23391743	AT3G63330	1
3UTR	23401112	AT3G63350	1
intron	23405001	AT3G63370	1
intron	23413180	AT3G63400	1
intron	23413802	AT3G63400	2
3UTR	23422333	AT3G63430	1
3UTR	23426433	AT3G63440	1
3UTR	23426538	AT3G63440	7
3UTR	23426572	AT3G63440	2
CDS	23446533	AT3G63500	2270
CDS	23448323	AT3G63500	6
5UTR	14631	AT4G00040	1
CDS	18632	AT4G00050	2
CDS	22136	AT4G00058	1
3UTR	28797	AT4G00060	1
3UTR	33632	AT4G00080	1
3UTR	38242	AT4G00100	6
