region	coord	gene	WT PAT#
CDS	3209914	AT3G10350	1
3UTR	3219572	AT3G10380	7
3UTR	3219629	AT3G10380	2
CDS	3229831	AT3G10390	1
3UTR	3233576	AT3G10400	2
3UTR	3233611	AT3G10400	2
5UTR	3235270	AT3G10405	3
3UTR	3242525	AT3G10420	4
3UTR	3252558	AT3G10450	1
3UTR	3274003	AT3G10500	32
3UTR	3274057	AT3G10500	1
3UTR	3281277	AT3G10525	1
3UTR	3281316	AT3G10525	1
3UTR	3292752	AT3G10540	28
3UTR	3292896	AT3G10550	4
3UTR	3303838	AT3G10570	1
3UTR	3303884	AT3G10570	1
3UTR	3310204	AT3G10590	1
3UTR	3321461	AT3G10630	1
3UTR	3321575	AT3G10630	3
3UTR	3321606	AT3G10630	1
3UTR	3323317	AT3G10640	13
3UTR	3325235	AT3G10650	13
CDS	3336988	AT3G10670	1
CDS	3339670	AT3G10690	1
3UTR	3354344	AT3G10710	1
intron	3355600	AT3G10720	1
3UTR	3358243	AT3G10730	1
3UTR	3368533	AT3G10750	1
3UTR	3370932	AT3G10760	1
3UTR	3381694	AT3G10800	3
CDS	3381104	AT3G10800	1
3UTR	3384860	AT3G10815	43
3UTR	3384940	AT3G10815	1
intron	3385813	AT3G10815	1
intron	3385866	AT3G10815	1
3UTR	3400592	AT3G10860	1
3UTR	3407345	AT3G10880	1
3UTR	3407472	AT3G10880	1
3UTR	3412799	AT3G10910	1
3UTR	3412860	AT3G10910	1
intron	3416280	AT3G10915	1
3UTR	3419854	AT3G10920	10
3UTR	3433042	AT3G10970	2
CDS	3434926	AT3G10970	23
3UTR	3440646	AT3G10980	1
3UTR	3440811	AT3G10980	4
3UTR	3443255	AT3G10985	8
3UTR	3443373	AT3G10985	1
3UTR	3444039	AT3G10986	1
3UTR	3444094	AT3G10986	1
intron	3445326	AT3G10986	1
3UTR	3450496	AT3G11010	12
3UTR	3457130	AT3G11020	1
3UTR	3457199	AT3G11020	26
3UTR	3457138	AT3G11030	12
3UTR	3463352	AT3G11040	3
3UTR	3463473	AT3G11040	5
3UTR	3476216	AT3G11100	1
3UTR	3481487	AT3G11120	1
3UTR	3482412	AT3G11130	1
CDS	3484740	AT3G11130	1
3UTR	3502452	AT3G11170	2
CDS	3504261	AT3G11180	1
intron	3506805	AT3G11180	1
5UTR	3510434	AT3G11200	1
3UTR	3518483	AT3G11240	9
3UTR	3518523	AT3G11240	3
3UTR	3523001	AT3G11250	14
3UTR	3528364	AT3G11260	1
3UTR	3528434	AT3G11260	1
3UTR	3546645	AT3G11320	1
3UTR	3551941	AT3G11330	1
3UTR	3563025	AT3G11370	14
3UTR	3568982	AT3G11385	1
3UTR	3569091	AT3G11385	1
3UTR	3572048	AT3G11390	1
3UTR	3572087	AT3G11390	5
CDS	3571774	AT3G11390	1
CDS	3579914	AT3G11400	1
3UTR	3575696	AT3G11402	2
3UTR	3575725	AT3G11402	2
3UTR	3575783	AT3G11402	10
3UTR	3594516	AT3G11420	8
3UTR	3594607	AT3G11420	2
intron	3592964	AT3G11420	1
3UTR	3597707	AT3G11430	1
3UTR	3597777	AT3G11430	1
3UTR	3597863	AT3G11430	1
3UTR	3605283	AT3G11450	1
CDS	3606183	AT3G11450	1
CDS	3606450	AT3G11450	2
CDS	3606607	AT3G11450	1
3UTR	3610119	AT3G11470	1
3UTR	3621364	AT3G11500	2
3UTR	3623457	AT3G11510	5
3UTR	3623615	AT3G11510	1
3UTR	3628758	AT3G11530	2
3UTR	3637810	AT3G11540	1
3UTR	3637854	AT3G11540	1
3UTR	3637913	AT3G11540	22
3UTR	3639185	AT3G11550	7
3UTR	3639222	AT3G11550	34
3UTR	3639316	AT3G11550	1
3UTR	3663532	AT3G11591	2
3UTR	3667803	AT3G11600	4
3UTR	3669310	AT3G11620	3
intron	3671471	AT3G11620	1
3UTR	3675221	AT3G11640	1
3UTR	3676150	AT3G11650	51
3UTR	3676228	AT3G11650	2
CDS	3676515	AT3G11650	1
CDS	3682504	AT3G11670	7
3UTR	3701296	AT3G11700	22
3UTR	3701420	AT3G11700	4
3UTR	3701514	AT3G11700	1
intron	3700476	AT3G11700	1
3UTR	3702092	AT3G11710	1
3UTR	3705829	AT3G11720	3
CDS	3706220	AT3G11720	1
3UTR	3713858	AT3G11745	2
3UTR	3714888	AT3G11750	8
3UTR	3714948	AT3G11750	10
3UTR	3714995	AT3G11750	1
CDS	3720014	AT3G11760	1
3UTR	3721327	AT3G11770	12
3UTR	3724147	AT3G11780	38
3UTR	3728942	AT3G11810	1
3UTR	3729105	AT3G11810	1
3UTR	3736385	AT3G11840	15
3UTR	3736521	AT3G11840	1
3UTR	3736555	AT3G11840	3
CDS	3736666	AT3G11840	1
CDS	3737154	AT3G11840	1
CDS	3737216	AT3G11840	2
CDS	3737252	AT3G11840	2
CDS	3737301	AT3G11840	3
CDS	3738210	AT3G11840	1
3UTR	3754050	AT3G11880	4
CDS	3752648	AT3G11880	3
intron	3752724	AT3G11880	1
3UTR	3757750	AT3G11890	4
3UTR	3757823	AT3G11890	1
CDS	3766656	AT3G11910	7
CDS	3778371	AT3G11940	1
3UTR	3793794	AT3G11964	2
intron	3797815	AT3G11964	1
3UTR	3817079	AT3G11980	1
3UTR	3825594	AT3G12012	1
3UTR	3825711	AT3G12012	2
3UTR	3825793	AT3G12012	1
3UTR	3834303	AT3G12030	2
3UTR	3835150	AT3G12040	1
3UTR	3835202	AT3G12040	9
3UTR	3835232	AT3G12040	3
3UTR	3845185	AT3G12070	2
intron	3850111	AT3G12080	2
3UTR	3854495	AT3G12100	1
3UTR	3859793	AT3G12110	3
CDS	3861462	AT3G12120	1
3UTR	3864102	AT3G12130	1
CDS	3870282	AT3G12140	1
3UTR	3874700	AT3G12145	2
3UTR	3876384	AT3G12150	4
3UTR	3884842	AT3G12180	1
3UTR	3886990	AT3G12200	2
3UTR	3891192	AT3G12203	1
3UTR	3896371	AT3G12220	4
3UTR	3896399	AT3G12220	1
3UTR	3899240	AT3G12230	1
3UTR	3902256	AT3G12240	1
3UTR	3908991	AT3G12260	2
3UTR	3909106	AT3G12260	1
3UTR	3913227	AT3G12270	2
3UTR	3921413	AT3G12300	1
3UTR	3921456	AT3G12300	1
3UTR	3925389	AT3G12320	1
3UTR	3930094	AT3G12345	1
CDS	3930642	AT3G12345	2
3UTR	3937279	AT3G12370	1
intron	3940948	AT3G12380	4
intron	3941053	AT3G12380	1
3UTR	3944422	AT3G12400	1
3UTR	3944447	AT3G12400	1
CDS	3945127	AT3G12400	1
3UTR	3950876	AT3G12440	17
3UTR	3967810	AT3G12520	1
3UTR	3967887	AT3G12520	2
3UTR	3981991	AT3G12560	1
3UTR	3991233	AT3G12580	1
3UTR	4006334	AT3G12610	1
3UTR	4006611	AT3G12610	3
3UTR	4009274	AT3G12620	2
3UTR	4009435	AT3G12620	1
3UTR	4013210	AT3G12630	2
3UTR	4017785	AT3G12650	4
3UTR	4017854	AT3G12650	47
3UTR	4025075	AT3G12680	3
intron	4027437	AT3G12680	1
3UTR	4029143	AT3G12685	1
3UTR	4039139	AT3G12700	9
CDS	4040927	AT3G12710	1
3UTR	4047000	AT3G12730	1
5UTR	4048387	AT3G12730	1
3UTR	4051844	AT3G12750	5
CDS	4056275	AT3G12760	1
3UTR	4060912	AT3G12780	1
CDS	4066419	AT3G12810	1
3UTR	4078752	AT3G12830	1
3UTR	4078830	AT3G12830	4
3UTR	4078975	AT3G12830	1
3UTR	4094249	AT3G12870	6
3UTR	4100468	AT3G12890	1
3UTR	4110774	AT3G12910	2
3UTR	4110837	AT3G12910	6
3UTR	4115861	AT3G12915	1
3UTR	4121994	AT3G12920	1
3UTR	4132726	AT3G12950	1
3UTR	4135418	AT3G12955	1
3UTR	4141050	AT3G12970	2
3UTR	4145973	AT3G12977	1
intron	4144202	AT3G12977	3
3UTR	4166672	AT3G13020	1
CDS	4172647	AT3G13040	1
CDS	4173569	AT3G13040	1
CDS	4183203	AT3G13060	16
3UTR	4191362	AT3G13070	2
3UTR	4202842	AT3G13090	1
3UTR	4214714	AT3G13110	1
3UTR	4219802	AT3G13120	3
3UTR	4223757	AT3G13130	1
3UTR	4227652	AT3G13150	1
3UTR	4227745	AT3G13150	7
3UTR	4236016	AT3G13180	2
3UTR	4236045	AT3G13180	1
3UTR	4236216	AT3G13180	3
3UTR	4250926	AT3G13222	1
3UTR	4257408	AT3G13224	2
3UTR	4271185	AT3G13230	1
3UTR	4289102	AT3G13275	2
3UTR	4303391	AT3G13290	2
3UTR	4310516	AT3G13310	1
3UTR	4310702	AT3G13310	13
3UTR	4319646	AT3G13330	25
3UTR	4335074	AT3G13340	3
3UTR	4338350	AT3G13360	5
3UTR	4338384	AT3G13360	2
intron	4355619	AT3G13400	11
3UTR	4358102	AT3G13404	1
3UTR	4366834	AT3G13420	1
3UTR	4368916	AT3G13430	1
CDS	4368569	AT3G13430	1
3UTR	4372092	AT3G13432	1
3UTR	4374645	AT3G13433	1
3UTR	4374705	AT3G13433	23
3UTR	4375999	AT3G13435	2
3UTR	4376073	AT3G13435	47
3UTR	4376122	AT3G13435	7
3UTR	4376848	AT3G13437	3
3UTR	4376981	AT3G13437	2
3UTR	4377040	AT3G13437	5
3UTR	4382076	AT3G13445	1
3UTR	4382256	AT3G13445	1
3UTR	4382098	AT3G13450	2
3UTR	4384659	AT3G13460	1
3UTR	4392926	AT3G13480	4
CDS	4398130	AT3G13490	1
3UTR	4405928	AT3G13510	3
3UTR	4406115	AT3G13510	1
3UTR	4409290	AT3G13520	1
3UTR	4411784	AT3G13530	1
3UTR	4425149	AT3G13560	1
3UTR	4425176	AT3G13560	2
3UTR	4425273	AT3G13560	24
3UTR	4425334	AT3G13560	1
3UTR	4429230	AT3G13570	1
3UTR	4429267	AT3G13570	1
3UTR	4429298	AT3G13570	1
intron	4430863	AT3G13570	1
3UTR	4435251	AT3G13590	4
3UTR	4450802	AT3G13610	50
3UTR	4450727	AT3G13620	1
3UTR	4458168	AT3G13630	1
3UTR	4458557	AT3G13640	1
3UTR	4463979	AT3G13650	4
3UTR	4474716	AT3G13674	1
3UTR	4478978	AT3G13682	2
CDS	4492099	AT3G13700	2
3UTR	4494976	AT3G13720	1
3UTR	4497889	AT3G13730	1
CDS	4499681	AT3G13730	2
3UTR	4506130	AT3G13740	12
3UTR	4519565	AT3G13760	12
3UTR	4519632	AT3G13760	4
CDS	4520297	AT3G13770	1
3UTR	4521469	AT3G13772	2
3UTR	4528588	AT3G13782	2
3UTR	4528619	AT3G13782	1
3UTR	4532855	AT3G13790	2
CDS	4533120	AT3G13790	1
intron	4533435	AT3G13790	1
5UTR	4544634	AT3G13810	1
CDS	4561755	AT3G13860	1
3UTR	4565510	AT3G13870	1
CDS	4567971	AT3G13870	1
3UTR	4600359	AT3G13930	1
3UTR	4600487	AT3G13940	1
3UTR	4605450	AT3G13950	17
3UTR	4605498	AT3G13950	7
3UTR	4610479	AT3G13960	2
3UTR	4613509	AT3G13970	12
3UTR	4619147	AT3G13980	1
3UTR	4640958	AT3G14010	2
3UTR	4644523	AT3G14020	4
3UTR	4644577	AT3G14020	7
3UTR	4657045	AT3G14060	2
CDS	4659339	AT3G14067	1
3UTR	4660965	AT3G14070	1
3UTR	4661022	AT3G14070	3
3UTR	4663590	AT3G14075	1
3UTR	4669200	AT3G14090	1
3UTR	4669252	AT3G14090	3
3UTR	4669372	AT3G14090	1
3UTR	4685645	AT3G14130	12
3UTR	4685742	AT3G14130	4
3UTR	4690449	AT3G14150	11
3UTR	4695474	AT3G14160	2
3UTR	4695499	AT3G14160	1
3UTR	4695582	AT3G14160	1
CDS	4702516	AT3G14172	1
3UTR	4707081	AT3G14180	1
3UTR	4712533	AT3G14200	1
intron	4713574	AT3G14200	1
3UTR	4715651	AT3G14205	18
3UTR	4715784	AT3G14205	1
CDS	4731032	AT3G14210	1
intron	4737504	AT3G14230	1
3UTR	4741388	AT3G14240	5
3UTR	4747784	AT3G14260	1
3UTR	4747910	AT3G14260	1
3UTR	4747938	AT3G14260	1
3UTR	4761299	AT3G14270	6
intron	4754329	AT3G14270	1
3UTR	4761372	AT3G14280	4
3UTR	4761434	AT3G14280	6
3UTR	4761493	AT3G14280	6
3UTR	4761521	AT3G14280	2
3UTR	4766514	AT3G14290	2
3UTR	4766681	AT3G14290	1
CDS	4773970	AT3G14310	1
intron	4774365	AT3G14310	1
3UTR	4779369	AT3G14330	1
3UTR	4782884	AT3G14350	3
3UTR	4782920	AT3G14350	1
3UTR	4783059	AT3G14350	5
3UTR	4793685	AT3G14360	1
3UTR	4811645	AT3G14400	3
intron	4813753	AT3G14400	1
3UTR	4831318	AT3G14440	2
CDS	4833243	AT3G14440	1
3UTR	4851938	AT3G14450	1
3UTR	4851821	AT3G14460	1
3UTR	4851900	AT3G14460	2
3UTR	4861273	AT3G14470	1
3UTR	4879111	AT3G14530	1
3UTR	4881451	AT3G14540	1
3UTR	4890067	AT3G14560	4
CDS	4889780	AT3G14560	2
3UTR	4902770	AT3G14570	2
3UTR	4904233	AT3G14590	2
intron	4907396	AT3G14590	2
3UTR	4927430	AT3G14660	1
CDS	4938263	AT3G14690	1
3UTR	4943197	AT3G14710	4
3UTR	4957285	AT3G14760	2
5UTR	4959331	AT3G14770	1
3UTR	4961774	AT3G14780	1
intron	4962827	AT3G14780	1
3UTR	4967171	AT3G14790	1
3UTR	4971059	AT3G14810	1
3UTR	4985949	AT3G14830	1
CDS	4983539	AT3G14830	1
intron	4988461	AT3G14840	1
CDS	4996898	AT3G14850	1
3UTR	4998324	AT3G14860	1
CDS	5013694	AT3G14900	1
3UTR	5017663	AT3G14910	1
3UTR	5017834	AT3G14910	1
3UTR	5020298	AT3G14920	2
3UTR	5022730	AT3G14930	1
3UTR	5029540	AT3G14940	1
3UTR	5029580	AT3G14940	1
3UTR	5029704	AT3G14940	249
3UTR	5029820	AT3G14940	4
intron	5042035	AT3G14980	1
3UTR	5052414	AT3G15000	17
CDS	5054058	AT3G15010	1
3UTR	5063730	AT3G15030	1
3UTR	5064153	AT3G15030	1
3UTR	5065153	AT3G15040	1
3UTR	5070101	AT3G15060	1
3UTR	5070225	AT3G15060	7
intron	5072765	AT3G15070	1
intron	5074804	AT3G15080	1
CDS	5085553	AT3G15110	1
3UTR	5086084	AT3G15115	7
3UTR	5088429	AT3G15120	1
3UTR	5102070	AT3G15150	1
3UTR	5108462	AT3G15160	1
3UTR	5117157	AT3G15200	4
3UTR	5122315	AT3G15210	24
CDS	5140134	AT3G15260	1
3UTR	5140303	AT3G15270	1
3UTR	5147451	AT3G15300	1
3UTR	5168973	AT3G15350	3
3UTR	5169113	AT3G15350	2
3UTR	5169089	AT3G15354	1
3UTR	5174447	AT3G15356	3
3UTR	5174485	AT3G15356	5
3UTR	5187673	AT3G15357	1
3UTR	5187704	AT3G15357	1
3UTR	5178742	AT3G15358	10
3UTR	5178839	AT3G15358	2
3UTR	5178885	AT3G15358	1
3UTR	5189604	AT3G15360	39
3UTR	5189811	AT3G15360	1
intron	5190790	AT3G15370	1
3UTR	5196555	AT3G15380	8
3UTR	5196592	AT3G15380	4
CDS	5193498	AT3G15380	1
3UTR	5196566	AT3G15390	22
3UTR	5207539	AT3G15420	2
3UTR	5211807	AT3G15440	2
3UTR	5214083	AT3G15460	10
3UTR	5214138	AT3G15460	3
3UTR	5214202	AT3G15460	7
intron	5215599	AT3G15460	1
3UTR	5216395	AT3G15470	2
intron	5235377	AT3G15500	3
3UTR	5245143	AT3G15510	1
3UTR	5245404	AT3G15510	50
3UTR	5253064	AT3G15530	4
3UTR	5265580	AT3G15540	17
3UTR	5265612	AT3G15540	9
3UTR	5265709	AT3G15540	2
3UTR	5270132	AT3G15570	1
3UTR	5290751	AT3G15610	1
3UTR	5290977	AT3G15610	11
3UTR	5293305	AT3G15620	4
3UTR	5296749	AT3G15630	1
3UTR	5297092	AT3G15630	1
CDS	5297342	AT3G15630	1
3UTR	5308020	AT3G15660	1
3UTR	5316514	AT3G15680	1
3UTR	5323372	AT3G15710	65
3UTR	5333492	AT3G15730	1
CDS	5332802	AT3G15730	1
3UTR	5333602	AT3G15740	1
3UTR	5336415	AT3G15750	1
3UTR	5336444	AT3G15750	1
3UTR	5338326	AT3G15760	1
3UTR	5338570	AT3G15760	7
CDS	5338031	AT3G15760	2
intron	5337973	AT3G15760	1
3UTR	5341330	AT3G15770	5
intron	5341127	AT3G15770	1
CDS	5346976	AT3G15800	1
3UTR	5347984	AT3G15810	1
3UTR	5353590	AT3G15820	1
3UTR	5353641	AT3G15820	8
intron	5351713	AT3G15820	1
3UTR	5356588	AT3G15840	2
CDS	5356819	AT3G15840	1
3UTR	5361217	AT3G15850	1
intron	5415686	AT3G15980	1
3UTR	5430961	AT3G15990	1
3UTR	5436246	AT3G16010	2
3UTR	5436295	AT3G16010	2
3UTR	5443902	AT3G16050	1
3UTR	5451571	AT3G16060	1
3UTR	5451565	AT3G16070	2
3UTR	5451611	AT3G16070	1
3UTR	5451674	AT3G16070	1
3UTR	5460795	AT3G16110	5
3UTR	5465535	AT3G16120	1
3UTR	5465562	AT3G16120	2
3UTR	5468636	AT3G16130	1
3UTR	5473257	AT3G16150	4
3UTR	5481460	AT3G16180	1
3UTR	5489730	AT3G16190	1
3UTR	5494414	AT3G16210	1
3UTR	5494441	AT3G16210	1
CDS	5498254	AT3G16220	1
intron	5498302	AT3G16220	1
3UTR	5503586	AT3G16230	1
CDS	5502811	AT3G16230	1
CDS	5503024	AT3G16230	9
intron	5500708	AT3G16230	1
intron	5502785	AT3G16230	1
3UTR	5507040	AT3G16240	7
intron	5512758	AT3G16260	3
3UTR	5519220	AT3G16280	1
CDS	5523501	AT3G16290	1
CDS	5524203	AT3G16290	11
3UTR	5536065	AT3G16330	3
3UTR	5546330	AT3G16340	1
3UTR	5546405	AT3G16340	1
CDS	5540704	AT3G16340	1
CDS	5543794	AT3G16340	1
3UTR	5549717	AT3G16350	3
3UTR	5558588	AT3G16370	1
3UTR	5568578	AT3G16400	1
intron	5567139	AT3G16400	3
3UTR	5574563	AT3G16410	1
3UTR	5574653	AT3G16410	1
CDS	5580582	AT3G16420	4
CDS	5580644	AT3G16420	1
3UTR	5587746	AT3G16440	28
3UTR	5589866	AT3G16450	1
CDS	5589119	AT3G16450	1
CDS	5589700	AT3G16450	3
CDS	5594861	AT3G16460	5
3UTR	5595976	AT3G16470	1
intron	5596355	AT3G16470	1
3UTR	5603086	AT3G16480	1
3UTR	5603793	AT3G16490	1
3UTR	5603828	AT3G16490	3
3UTR	5612407	AT3G16500	6
3UTR	5624504	AT3G16530	1
3UTR	5635595	AT3G16560	5
3UTR	5635661	AT3G16560	1
3UTR	5635697	AT3G16560	1
3UTR	5635746	AT3G16560	3
3UTR	5635771	AT3G16560	4
3UTR	5669278	AT3G16640	1
3UTR	5669354	AT3G16640	137
3UTR	5675340	AT3G16650	4
3UTR	5684275	AT3G16690	1
3UTR	5684361	AT3G16690	4
3UTR	5684427	AT3G16690	5
3UTR	5684484	AT3G16690	2
CDS	5685483	AT3G16690	1
3UTR	5689793	AT3G16700	10
3UTR	5700865	AT3G16740	7
3UTR	5705233	AT3G16760	4
3UTR	5718879	AT3G16785	1
3UTR	5718944	AT3G16785	4
3UTR	5719049	AT3G16785	1
3UTR	5719089	AT3G16785	3
3UTR	5737781	AT3G16840	1
3UTR	5763588	AT3G16870	2
3UTR	5763646	AT3G16870	1
3UTR	5776490	AT3G16920	3
3UTR	5776527	AT3G16920	16
3UTR	5786279	AT3G16940	1
intron	5782065	AT3G16940	1
3UTR	5799554	AT3G17000	7
3UTR	5804334	AT3G17030	9
CDS	5809401	AT3G17040	1
CDS	5809927	AT3G17040	1
CDS	5810179	AT3G17040	1
3UTR	5823239	AT3G17070	1
3UTR	5829568	AT3G17090	1
3UTR	5829679	AT3G17090	1
3UTR	5843482	AT3G17120	12
3UTR	5843550	AT3G17120	23
3UTR	5844442	AT3G17130	1
CDS	5852294	AT3G17160	2
CDS	5853295	AT3G17170	3
3UTR	5881586	AT3G17205	7
intron	5882514	AT3G17210	1
intron	5882661	AT3G17210	1
3UTR	5883006	AT3G17220	1
3UTR	5892559	AT3G17250	2
3UTR	5908842	AT3G17300	3
intron	5908492	AT3G17300	1
intron	5908591	AT3G17300	1
3UTR	5909000	AT3G17310	30
3UTR	5909055	AT3G17310	1
3UTR	5909106	AT3G17310	3
3UTR	5909142	AT3G17310	1
3UTR	5915213	AT3G17320	1
3UTR	5916942	AT3G17330	5
3UTR	5916968	AT3G17330	4
3UTR	5917095	AT3G17330	1
3UTR	5917123	AT3G17330	1
3UTR	5920407	AT3G17340	8
3UTR	5920457	AT3G17340	2
3UTR	5935343	AT3G17350	3
3UTR	5946543	AT3G17360	4
CDS	5944813	AT3G17360	1
CDS	5948215	AT3G17365	1
3UTR	5952236	AT3G17380	1
CDS	5953332	AT3G17390	1
3UTR	5959191	AT3G17410	1
CDS	5959966	AT3G17420	1
3UTR	5969065	AT3G17430	4
3UTR	5969120	AT3G17430	1
3UTR	5969822	AT3G17440	1
intron	5975757	AT3G17450	1
3UTR	5977806	AT3G17465	8
3UTR	5989030	AT3G17510	1
3UTR	5989231	AT3G17510	1
intron	5989458	AT3G17510	1
3UTR	6031815	AT3G17630	67
3UTR	6033644	AT3G17640	2
3UTR	6033680	AT3G17640	1
3UTR	6033795	AT3G17640	7
3UTR	6037285	AT3G17650	1
3UTR	6039304	AT3G17660	4
3UTR	6048470	AT3G17690	1
CDS	6047397	AT3G17690	1
3UTR	6052560	AT3G17700	2
3UTR	6066103	AT3G17730	2
3UTR	6078638	AT3G17750	1
3UTR	6078703	AT3G17750	3
3UTR	6081820	AT3G17770	1
3UTR	6088369	AT3G17780	31
5UTR	6086980	AT3G17780	1
3UTR	6091161	AT3G17790	2
3UTR	6091016	AT3G17800	1
3UTR	6091078	AT3G17800	1
CDS	6092038	AT3G17800	11
3UTR	6099586	AT3G17820	6
CDS	6114002	AT3G17850	1
3UTR	6122877	AT3G17860	9
CDS	6122499	AT3G17860	2
3UTR	6136175	AT3G17910	1
3UTR	6136220	AT3G17910	3
3UTR	6142134	AT3G17930	14
3UTR	6151976	AT3G17970	7
CDS	6151069	AT3G17970	1
3UTR	6156535	AT3G17998	1
3UTR	6167554	AT3G18020	2
3UTR	6167739	AT3G18030	2
3UTR	6169244	AT3G18035	35
3UTR	6178309	AT3G18040	1
3UTR	6178389	AT3G18040	1
3UTR	6178465	AT3G18040	4
intron	6192887	AT3G18080	2
3UTR	6200349	AT3G18090	1
CDS	6205014	AT3G18110	6
3UTR	6234191	AT3G18200	1
3UTR	6238091	AT3G18210	2
3UTR	6238171	AT3G18210	1
3UTR	6242415	AT3G18215	1
3UTR	6242440	AT3G18215	4
3UTR	6242469	AT3G18215	2
3UTR	6242636	AT3G18215	1
3UTR	6242664	AT3G18215	1
3UTR	6254343	AT3G18235	1
3UTR	6257994	AT3G18240	4
3UTR	6258038	AT3G18240	1
3UTR	6258067	AT3G18250	1
3UTR	6260261	AT3G18260	3
3UTR	6267564	AT3G18280	4
3UTR	6267631	AT3G18280	1
3UTR	6284355	AT3G18310	5
3UTR	6284384	AT3G18310	1
3UTR	6290971	AT3G18330	1
3UTR	6310865	AT3G18380	1
3UTR	6317829	AT3G18390	1
3UTR	6318060	AT3G18390	1
3UTR	6318410	AT3G18400	1
3UTR	6318454	AT3G18400	10
3UTR	6318512	AT3G18400	6
3UTR	6318602	AT3G18400	4
3UTR	6327696	AT3G18430	2
3UTR	6330794	AT3G18440	4
3UTR	6330826	AT3G18440	1
3UTR	6331021	AT3G18450	3
3UTR	6341748	AT3G18480	2
3UTR	6341788	AT3G18480	3
3UTR	6341746	AT3G18485	2
3UTR	6348703	AT3G18490	1
3UTR	6355450	AT3G18500	14
3UTR	6394619	AT3G18560	1
3UTR	6394799	AT3G18560	30
3UTR	6394860	AT3G18560	1
3UTR	6396817	AT3G18580	2
3UTR	6410943	AT3G18620	1
CDS	6408865	AT3G18620	1
3UTR	6411031	AT3G18630	2
3UTR	6419071	AT3G18660	1
3UTR	6429734	AT3G18680	1
3UTR	6429531	AT3G18690	1
3UTR	6429574	AT3G18690	6
3UTR	6434016	AT3G18710	2
3UTR	6434124	AT3G18710	94
CDS	6434708	AT3G18710	1
3UTR	6445845	AT3G18730	44
3UTR	6445968	AT3G18730	2
3UTR	6454110	AT3G18740	2
3UTR	6457688	AT3G18760	15
3UTR	6457767	AT3G18760	8
5UTR	6462815	AT3G18770	1
CDS	6476144	AT3G18780	1
3UTR	6479545	AT3G18790	5
3UTR	6480453	AT3G18800	12
3UTR	6499435	AT3G18850	13
3UTR	6499513	AT3G18850	6
CDS	6499570	AT3G18850	1
CDS	6500787	AT3G18850	1
CDS	6505905	AT3G18860	1
CDS	6505938	AT3G18860	1
intron	6506813	AT3G18860	1
3UTR	6523156	AT3G18910	1
3UTR	6523422	AT3G18930	2
3UTR	6538652	AT3G18950	15
3UTR	6538764	AT3G18950	1
3UTR	6543335	AT3G18970	1
5UTR	6545165	AT3G18970	1
5UTR	6545203	AT3G18970	1
3UTR	6547870	AT3G18980	1
3UTR	6548772	AT3G18990	1
3UTR	6548946	AT3G18990	2
3UTR	6556240	AT3G19010	32
3UTR	6556286	AT3G19010	3
CDS	6557603	AT3G19010	9
3UTR	6564026	AT3G19030	1
3UTR	6598980	AT3G19080	1
3UTR	6609338	AT3G19100	1
3UTR	6609418	AT3G19120	2
3UTR	6609506	AT3G19120	1
CDS	6612653	AT3G19130	1
intron	6628046	AT3G19170	1
3UTR	6639241	AT3G19184	1
CDS	6645257	AT3G19190	1
3UTR	6666497	AT3G19240	4
3UTR	6666604	AT3G19240	12
3UTR	6666658	AT3G19240	1
CDS	6665113	AT3G19240	3
CDS	6665371	AT3G19240	1
3UTR	6666539	AT3G19250	1
3UTR	6666602	AT3G19250	1
3UTR	6669094	AT3G19260	4
3UTR	6669145	AT3G19260	21
3UTR	6669314	AT3G19260	1
CDS	6670068	AT3G19260	3
3UTR	6681295	AT3G19280	3
3UTR	6689984	AT3G19290	2
intron	6687429	AT3G19290	1
3UTR	6696266	AT3G19320	1
3UTR	6696311	AT3G19320	1
3UTR	6701299	AT3G19330	1
3UTR	6701343	AT3G19330	1
3UTR	6706120	AT3G19350	1
3UTR	6714367	AT3G19380	5
3UTR	6714511	AT3G19380	1
3UTR	6714539	AT3G19380	2
3UTR	6725048	AT3G19390	7
3UTR	6725088	AT3G19390	1
3UTR	6725130	AT3G19390	1
5UTR	6749229	AT3G19460	3
3UTR	6751056	AT3G19470	1
3UTR	6759087	AT3G19500	1
3UTR	6762066	AT3G19508	1
3UTR	6762762	AT3G19510	1
3UTR	6787316	AT3G19550	2
3UTR	6790818	AT3G19553	2
CDS	6792016	AT3G19553	1
3UTR	6803119	AT3G19580	1
3UTR	6814957	AT3G19615	3
3UTR	6815427	AT3G19620	2
3UTR	6818375	AT3G19630	1
3UTR	6818400	AT3G19630	1
3UTR	6818460	AT3G19630	2
3UTR	6818509	AT3G19630	18
3UTR	6823285	AT3G19640	23
CDS	6828321	AT3G19670	1
CDS	6830126	AT3G19670	1
intron	6829612	AT3G19670	1
CDS	6847901	AT3G19710	10
3UTR	6866565	AT3G19760	1
3UTR	6874686	AT3G19790	1
3UTR	6874843	AT3G19790	1
CDS	6874966	AT3G19790	1
3UTR	6877542	AT3G19800	5
3UTR	6877659	AT3G19800	2
3UTR	6877507	AT3G19810	2
CDS	6877861	AT3G19810	1
CDS	6880743	AT3G19820	4
3UTR	6897443	AT3G19840	3
intron	6919338	AT3G19895	1
intron	6924133	AT3G19900	1
3UTR	6929465	AT3G19910	12
3UTR	6937198	AT3G19930	2
3UTR	6961449	AT3G19970	1
3UTR	6961549	AT3G19970	41
