region	coord	gene	WT PAT#	Oxt6 PAT#
3UTR	6327609	AT3G18430	64	16
3UTR	6348903	AT3G18490	47	33
3UTR	6348957	AT3G18490	98	96
3UTR	6349031	AT3G18490	85	67
3UTR	6356114	AT3G18510	1	3
3UTR	6356195	AT3G18510	2	1
3UTR	6356238	AT3G18510	2	17
3UTR	6365479	AT3G18520	3	2
3UTR	6365526	AT3G18520	13	5
3UTR	6365573	AT3G18520	1	2
3UTR	6368010	AT3G18524	6	7
5UTR	6375624	AT3G18530	28	10
3UTR	6385675	AT3G18550	2	3
3UTR	6394705	AT3G18560	13	2
CDS	6402829	AT3G18600	16	6
3UTR	6404082	AT3G18610	1	1
3UTR	6411011	AT3G18620	16	1
3UTR	6411064	AT3G18620	1	1
3UTR	6429658	AT3G18680	13	17
3UTR	6429618	AT3G18690	57	7
3UTR	6453996	AT3G18740	1179	24
3UTR	6454174	AT3G18750	2	5
3UTR	6466995	AT3G18773	2	1
3UTR	6467134	AT3G18773	77	56
3UTR	6467230	AT3G18773	4	1
3UTR	6477037	AT3G18780	1737	525
3UTR	6480378	AT3G18800	16	532
3UTR	6486221	AT3G18820	131	694
3UTR	6488903	AT3G18830	1	14
3UTR	6508427	AT3G18860	59	27
3UTR	6508421	AT3G18870	217	134
3UTR	6510640	AT3G18880	5	24
3UTR	6514916	AT3G18890	58	42
3UTR	6515096	AT3G18890	1	3
intron	6519804	AT3G18900	8	1
3UTR	6523042	AT3G18910	8	1
3UTR	6526960	AT3G18940	4	1
3UTR	6543675	AT3G18960	1	3
3UTR	6547937	AT3G18980	16	14
3UTR	6553528	AT3G19000	29	57
3UTR	6553590	AT3G19000	12	100
3UTR	6556200	AT3G19010	94	6
3UTR	6563978	AT3G19030	544	125
3UTR	6590203	AT3G19050	2	1
3UTR	6609253	AT3G19100	35	15
3UTR	6609370	AT3G19120	3	1
3UTR	6611216	AT3G19130	61	18
3UTR	6625424	AT3G19170	313	36
3UTR	6652763	AT3G19210	1	5
3UTR	6660836	AT3G19220	10	3
3UTR	6660779	AT3G19230	1	1
3UTR	6666541	AT3G19240	43	15
3UTR	6666633	AT3G19250	2	1
3UTR	6673686	AT3G19270	2	1
3UTR	6690142	AT3G19290	12	58
CDS	6688358	AT3G19290	3	5
3UTR	6701220	AT3G19340	1	1
3UTR	6701302	AT3G19340	1	4
3UTR	6714442	AT3G19380	7	3
3UTR	6724950	AT3G19390	80	6
3UTR	6735600	AT3G19420	74	8
3UTR	6736183	AT3G19430	9	8
3UTR	6747132	AT3G19450	323	2834
5UTR	6749286	AT3G19460	27	1
3UTR	6754778	AT3G19480	173	444
3UTR	6754617	AT3G19490	85	2
3UTR	6754675	AT3G19490	53	5
3UTR	6762124	AT3G19508	554	911
3UTR	6766667	AT3G19515	5	1
3UTR	6790730	AT3G19553	265	80
3UTR	6790880	AT3G19553	20	5
3UTR	6801755	AT3G19570	5	2
3UTR	6808520	AT3G19590	4	9
3UTR	6808554	AT3G19590	4	1
3UTR	6818573	AT3G19630	3	35
3UTR	6823238	AT3G19640	3	6
3UTR	6825295	AT3G19650	2	6
3UTR	6825529	AT3G19660	5	1
3UTR	6828047	AT3G19670	1	5
3UTR	6842266	AT3G19680	118	119
3UTR	6842325	AT3G19680	1	1
3UTR	6846988	AT3G19710	1766	2102
3UTR	6850446	AT3G19720	183	162
3UTR	6855832	AT3G19740	2	4
3UTR	6874864	AT3G19780	18	1
3UTR	6874741	AT3G19790	2	1
3UTR	6874794	AT3G19790	2	15
3UTR	6874887	AT3G19790	1	12
3UTR	6877578	AT3G19800	35	1
3UTR	6877575	AT3G19810	14	17
3UTR	6879556	AT3G19820	6	1
3UTR	6879659	AT3G19820	79	171
CDS	6879916	AT3G19820	1	2
CDS	6894229	AT3G19840	1	3
3UTR	6898196	AT3G19850	33	2
3UTR	6898227	AT3G19850	41	1
3UTR	6898308	AT3G19850	1	1
3UTR	6911214	AT3G19870	15	1
3UTR	6922503	AT3G19900	1	5
3UTR	6922609	AT3G19900	124	114
3UTR	6936934	AT3G19930	8	1
3UTR	6937034	AT3G19930	2	18
3UTR	6937089	AT3G19930	27	12
3UTR	6945194	AT3G19950	72	241
3UTR	6965032	AT3G19980	36	78
3UTR	6965109	AT3G19980	82	12
3UTR	6967119	AT3G19990	1	4
3UTR	6967249	AT3G19990	55	68
CDS	6966457	AT3G19990	3	11
CDS	6966920	AT3G19990	4	1
3UTR	6970477	AT3G20000	4	3
3UTR	6970567	AT3G20000	3	1
3UTR	6976659	AT3G20010	42	59
3UTR	6978549	AT3G20015	3	1
3UTR	6978687	AT3G20015	1	1
3UTR	6998128	AT3G20040	2	5
3UTR	6998172	AT3G20040	4	23
3UTR	6998291	AT3G20050	147	45
3UTR	6998352	AT3G20050	3	2
3UTR	6998409	AT3G20050	3	4
3UTR	7002833	AT3G20060	97	32
3UTR	7004734	AT3G20070	18	41
3UTR	7018359	AT3G20090	2	9
5UTR	7015801	AT3G20090	1	106
3UTR	7020757	AT3G20100	58	78
3UTR	7043357	AT3G20170	50	27
3UTR	7055371	AT3G20230	22	7
3UTR	7055635	AT3G20230	1	1
3UTR	7058927	AT3G20250	57	69
3UTR	7070947	AT3G20270	16	1
3UTR	7079616	AT3G20300	91	2
3UTR	7085877	AT3G20310	39	1
3UTR	7092899	AT3G20340	25	7
3UTR	7092973	AT3G20340	1	4
3UTR	7099554	AT3G20350	1	4
3UTR	7099783	AT3G20350	69	274
3UTR	7107164	AT3G20370	277	4
3UTR	7109948	AT3G20390	591	13
3UTR	7110033	AT3G20390	23	1
3UTR	7110110	AT3G20390	9	3
3UTR	7111941	AT3G20395	2	4
CDS	7112375	AT3G20395	1	11
3UTR	7119044	AT3G20410	84	1
3UTR	7119294	AT3G20420	2	5
3UTR	7140322	AT3G20470	2	11
3UTR	7140439	AT3G20470	13	4
3UTR	7140521	AT3G20470	8	90
3UTR	7160361	AT3G20500	12	22
3UTR	7160427	AT3G20500	2	1
3UTR	7162190	AT3G20510	324	4
3UTR	7173541	AT3G20540	8	3
3UTR	7174489	AT3G20550	16	2
CDS	7177494	AT3G20550	1	1
3UTR	7186605	AT3G20570	4	1
3UTR	7195713	AT3G20600	369	2
3UTR	7202815	AT3G20630	47	25
3UTR	7220791	AT3G20650	15	1
3UTR	7221064	AT3G20650	18	3
3UTR	7225134	AT3G20660	20	14
3UTR	7230107	AT3G20670	6	4
3UTR	7246979	AT3G20720	22	4
3UTR	7248876	AT3G20740	106	173
3UTR	7260438	AT3G20770	841	1280
CDS	7260984	AT3G20770	1	9
3UTR	7271233	AT3G20790	63	31
3UTR	7271136	AT3G20800	29	9
3UTR	7278319	AT3G20810	12	40
3UTR	7278363	AT3G20810	36	42
3UTR	7284847	AT3G20830	2	1
3UTR	7284921	AT3G20830	8	1
3UTR	7321327	AT3G20890	3	1
3UTR	7328522	AT3G20910	170	247
3UTR	7328611	AT3G20920	99	241
3UTR	7333951	AT3G20930	3	4
3UTR	7334028	AT3G20930	1	3
3UTR	7376638	AT3G21055	3806	31600
3UTR	7380045	AT3G21060	4	6
3UTR	7380165	AT3G21060	2	3
3UTR	7380118	AT3G21070	1	1
3UTR	7380194	AT3G21070	76	4
3UTR	7391437	AT3G21090	2	1
3UTR	7402528	AT3G21100	1	2
3UTR	7402500	AT3G21110	6	1
3UTR	7402580	AT3G21110	9	12
3UTR	7412536	AT3G21150	5	4
3UTR	7413876	AT3G21160	7	7
3UTR	7432253	AT3G21190	14	1
3UTR	7432438	AT3G21190	5	1
3UTR	7442618	AT3G21215	94	16
3UTR	7454316	AT3G21240	24	27
3UTR	7454378	AT3G21240	17	1
3UTR	7457505	AT3G21250	42	37
3UTR	7463966	AT3G21260	1	1
3UTR	7475752	AT3G21270	17	7
3UTR	7478001	AT3G21280	5	1
3UTR	7478114	AT3G21280	3	5
3UTR	7488931	AT3G21290	15	25
3UTR	7492564	AT3G21295	2	9
3UTR	7492655	AT3G21295	6	15
3UTR	7493400	AT3G21300	1	5
3UTR	7493461	AT3G21300	78	462
3UTR	7499154	AT3G21310	4	7
3UTR	7518729	AT3G21350	33	14
3UTR	7524079	AT3G21360	3	5
3UTR	7524151	AT3G21360	14	39
3UTR	7524076	AT3G21370	188	955
3UTR	7534504	AT3G21390	9	1
3UTR	7544532	AT3G21430	55	38
3UTR	7544695	AT3G21430	53	43
CDS	7552291	AT3G21430	2	1
3UTR	7563428	AT3G21465	27	1
3UTR	7572117	AT3G21480	18	26
3UTR	7578196	AT3G21510	119	2
3UTR	7582812	AT3G21520	14	1
3UTR	7582734	AT3G21530	28	3
3UTR	7606502	AT3G21600	6	18
3UTR	7606642	AT3G21600	2	3
3UTR	7615408	AT3G21630	108	8
3UTR	7621568	AT3G21650	47	2
3UTR	7641996	AT3G21690	1	1
3UTR	7642097	AT3G21690	195	351
3UTR	7646269	AT3G21700	1	1
3UTR	7649799	AT3G21710	59	3
3UTR	7652507	AT3G21720	42	52
3UTR	7662380	AT3G21740	14	1
3UTR	7662465	AT3G21740	1	1
3UTR	7666157	AT3G21750	1	2
3UTR	7666199	AT3G21750	4	5
3UTR	7668718	AT3G21760	9	8
3UTR	7668841	AT3G21760	2	1
3UTR	7674847	AT3G21770	3	1
3UTR	7676768	AT3G21790	1	8
3UTR	7676811	AT3G21790	12	19
3UTR	7676895	AT3G21790	1	23
3UTR	7688489	AT3G21810	6	1
3UTR	7688463	AT3G21820	1	2
3UTR	7701060	AT3G21865	96	2
3UTR	7701119	AT3G21865	48	5
3UTR	7739647	AT3G21960	22	2
3UTR	7765212	AT3G22050	15	2
3UTR	7775327	AT3G22070	2	1
3UTR	7775377	AT3G22070	2	2
3UTR	7792534	AT3G22110	1	1
3UTR	7792669	AT3G22110	327	634
3UTR	7794950	AT3G22120	62	11
3UTR	7795046	AT3G22120	1216	373
3UTR	7795212	AT3G22120	1	4
3UTR	7803448	AT3G22142	14	1
3UTR	7803549	AT3G22142	5	3
3UTR	7817850	AT3G22160	18	1
3UTR	7817919	AT3G22160	7	1
3UTR	7822017	AT3G22170	672	972
3UTR	7830980	AT3G22190	5	13
3UTR	7839000	AT3G22200	24	1
3UTR	7839150	AT3G22200	1	2
3UTR	7838952	AT3G22210	17	1
3UTR	7839011	AT3G22210	59	2
3UTR	7844004	AT3G22230	351	190
3UTR	7844085	AT3G22230	1	1
3UTR	7885542	AT3G22290	43	20
3UTR	7886794	AT3G22300	47	3
3UTR	7889995	AT3G22310	6	9
3UTR	7890900	AT3G22320	232	31
3UTR	7908581	AT3G22370	2	3
3UTR	7908708	AT3G22370	94	1
3UTR	7919101	AT3G22380	3	10
3UTR	7919392	AT3G22380	23	16
CDS	7917499	AT3G22380	2	15
3UTR	7954541	AT3G22430	1	2
3UTR	7962067	AT3G22440	1	14
3UTR	7962160	AT3G22440	203	25
3UTR	7963520	AT3G22450	4	1
3UTR	7969667	AT3G22480	29	3
3UTR	7977588	AT3G22520	45	5
3UTR	7977560	AT3G22530	10	7
3UTR	7977655	AT3G22530	41	31
3UTR	7977706	AT3G22530	1	1
3UTR	7984105	AT3G22540	2	1
3UTR	7984135	AT3G22540	1	1
3UTR	7991645	AT3G22550	11	2
3UTR	7991699	AT3G22550	2	2
3UTR	8006515	AT3G22600	197	3
3UTR	8009606	AT3G22630	13	10
3UTR	8011727	AT3G22640	9	8
3UTR	8016073	AT3G22660	57	87
CDS	8016484	AT3G22660	7	90
CDS	8016584	AT3G22660	3	21
3UTR	8052222	AT3G22780	28	28
3UTR	8062920	AT3G22800	25	3
3UTR	8073316	AT3G22820	2	12
3UTR	8084482	AT3G22840	2	5
3UTR	8090401	AT3G22850	1	6
3UTR	8090449	AT3G22850	10	3
3UTR	8097842	AT3G22880	8	2
3UTR	8114824	AT3G22890	5	12
3UTR	8114957	AT3G22890	465	373
3UTR	8116251	AT3G22900	10	6
3UTR	8116229	AT3G22910	7	24
3UTR	8136203	AT3G22942	18	7
3UTR	8136232	AT3G22950	332	862
3UTR	8141969	AT3G22960	422	58
3UTR	8153959	AT3G22968	1	1
3UTR	8154045	AT3G22968	1	3
3UTR	8160160	AT3G22980	10	3
3UTR	8160202	AT3G22980	1	1
3UTR	8166262	AT3G22990	22	14
3UTR	8166313	AT3G22990	6	10
3UTR	8173985	AT3G23000	1	1
3UTR	8174042	AT3G23000	66	2
3UTR	8174096	AT3G23000	1	3
3UTR	8180767	AT3G23030	97	4
intron	8195877	AT3G23050	1	6
3UTR	8207437	AT3G23070	2	1
3UTR	8207366	AT3G23080	177	92
3UTR	8214310	AT3G23090	2	4
3UTR	8257655	AT3G23150	3	1
3UTR	8257725	AT3G23150	1	4
3UTR	8259934	AT3G23160	5	2
3UTR	8267947	AT3G23170	192	4
3UTR	8268082	AT3G23170	27	1
3UTR	8280845	AT3G23190	24	5
3UTR	8283104	AT3G23210	7	2
3UTR	8289471	AT3G23230	75	1
3UTR	8324339	AT3G23280	76	8
3UTR	8328074	AT3G23290	1	2
3UTR	8336056	AT3G23300	6	1
3UTR	8336147	AT3G23300	73	10
3UTR	8343633	AT3G23310	4	5
3UTR	8349472	AT3G23330	6	8
3UTR	8353959	AT3G23340	9	16
3UTR	8376363	AT3G23390	4	14
3UTR	8376532	AT3G23400	407	401
3UTR	8376566	AT3G23400	4	28
3UTR	8386110	AT3G23410	13	6
3UTR	8387512	AT3G23430	3	1
3UTR	8412031	AT3G23450	402	138
3UTR	8412180	AT3G23450	1	1
CDS	8410887	AT3G23450	23	113
3UTR	8418237	AT3G23470	24	5
CDS	8422865	AT3G23480	57	52
3UTR	8423066	AT3G23490	511	45
3UTR	8433316	AT3G23510	2	11
3UTR	8442831	AT3G23530	188	1399
3UTR	8448278	AT3G23540	69	63
3UTR	8448297	AT3G23550	7	11
3UTR	8454126	AT3G23560	51	15
3UTR	8454228	AT3G23560	16	2
3UTR	8457777	AT3G23570	185	13
3UTR	8475842	AT3G23600	20	28
3UTR	8475906	AT3G23600	28	11
5UTR	8473801	AT3G23600	2	2
3UTR	8479851	AT3G23610	9	2
3UTR	8482032	AT3G23620	2	2
3UTR	8482161	AT3G23620	8	5
3UTR	8490077	AT3G23630	1	2
3UTR	8509461	AT3G23640	11	1
3UTR	8509539	AT3G23640	2	1
3UTR	8513557	AT3G23660	42	242
3UTR	8528828	AT3G23690	3	1
3UTR	8531481	AT3G23700	25	4
3UTR	8531548	AT3G23700	6	11
3UTR	8551335	AT3G23730	26	32
3UTR	8567730	AT3G23780	8	1
3UTR	8567762	AT3G23780	1	2
3UTR	8581113	AT3G23790	6	3
3UTR	8583753	AT3G23800	1	2
3UTR	8583836	AT3G23800	9	21
3UTR	8583884	AT3G23800	1	1
3UTR	8605113	AT3G23820	47	4
3UTR	8606558	AT3G23830	76	40
3UTR	8606584	AT3G23830	39	99
CDS	8612370	AT3G23840	1	1
3UTR	8616799	AT3G23860	1	1
3UTR	8631270	AT3G23890	10	2
3UTR	8636424	AT3G23910	11	1
3UTR	8644293	AT3G23920	15	2
3UTR	8644449	AT3G23920	48	9
3UTR	8652467	AT3G23940	7	21
3UTR	8652557	AT3G23940	35	24
3UTR	8662426	AT3G23980	4	18
3UTR	8662512	AT3G23980	7	10
3UTR	8672386	AT3G23990	4	169
3UTR	8672472	AT3G23990	104	490
3UTR	8672553	AT3G23990	1	20
CDS	8671101	AT3G23990	1	1
3UTR	8675133	AT3G24000	4	4
3UTR	8675955	AT3G24010	5	6
3UTR	8675989	AT3G24010	8	1
3UTR	8679658	AT3G24020	9	1
3UTR	8679717	AT3G24020	9	1
3UTR	8679694	AT3G24030	1	5
3UTR	8679821	AT3G24030	147	144
3UTR	8680871	AT3G24040	2	1
3UTR	8687675	AT3G24050	60	31
3UTR	8687738	AT3G24050	6	1
intron	8686616	AT3G24050	1	1
3UTR	8694432	AT3G24070	1	3
3UTR	8694712	AT3G24070	269	410
CDS	8694198	AT3G24070	2	3
3UTR	8705747	AT3G24120	38	36
3UTR	8715254	AT3G24140	14	64
intron	8716031	AT3G24140	1	8
3UTR	8729258	AT3G24160	31	237
3UTR	8729303	AT3G24160	484	402
3UTR	8729544	AT3G24170	63	96
3UTR	8747798	AT3G24190	64	375
3UTR	8747888	AT3G24190	1	2
3UTR	8747830	AT3G24200	40	2
3UTR	8820454	AT3G24315	9	2
3UTR	8820534	AT3G24315	1	1
3UTR	8839440	AT3G24350	9	264
3UTR	8839594	AT3G24350	289	2086
3UTR	8839692	AT3G24350	7	13
3UTR	8839735	AT3G24360	1	1
3UTR	8875990	AT3G24440	11	2
3UTR	8876078	AT3G24440	5	2
3UTR	8876191	AT3G24440	1	1
3UTR	8912170	AT3G24490	1	1
3UTR	8919564	AT3G24503	25	2
3UTR	8919663	AT3G24503	6	2
3UTR	8928261	AT3G24506	137	225
3UTR	8934478	AT3G24515	22	10
3UTR	8934538	AT3G24515	2	1
3UTR	8942595	AT3G24520	2	1
3UTR	8945479	AT3G24530	1	1
3UTR	8963492	AT3G24550	481	181
3UTR	8966584	AT3G24560	12	6
3UTR	8966578	AT3G24570	1414	10511
3UTR	8972120	AT3G24590	122	90
3UTR	9005900	AT3G24670	32	13
3UTR	9030006	AT3G24730	10	12
3UTR	9033720	AT3G24740	4	3
3UTR	9041752	AT3G24760	24	3
3UTR	9047237	AT3G24770	15	1
3UTR	9047433	AT3G24770	3	1
3UTR	9057940	AT3G24800	12	2
3UTR	9062365	AT3G24820	9	137
3UTR	9066023	AT3G24830	89	52
3UTR	9116723	AT3G25020	5	4
3UTR	9126212	AT3G25040	7	1
3UTR	9126295	AT3G25040	14	2
3UTR	9133923	AT3G25070	263	197
3UTR	9146362	AT3G25110	39	9
3UTR	9156845	AT3G25140	69	19
3UTR	9156979	AT3G25150	2	21
3UTR	9167345	AT3G25180	5	1
3UTR	9175759	AT3G25190	86	378
3UTR	9181879	AT3G25210	49	51
3UTR	9191372	AT3G25230	9	2
CDS	9190288	AT3G25230	2	4
3UTR	9193515	AT3G25240	2	11
3UTR	9197106	AT3G25250	21	4
3UTR	9214274	AT3G25400	107	2
3UTR	9214341	AT3G25410	19	11
3UTR	9223786	AT3G25430	10	3
3UTR	9225655	AT3G25440	3	1
3UTR	9225734	AT3G25440	2	1
3UTR	9235118	AT3G25470	50	9
CDS	9233449	AT3G25470	14	2
3UTR	9235220	AT3G25480	10	1
3UTR	9235313	AT3G25480	4	1
3UTR	9269417	AT3G25520	357	94
3UTR	9271815	AT3G25530	28	1
3UTR	9276603	AT3G25540	156	1
3UTR	9278557	AT3G25545	24	1
3UTR	9279563	AT3G25560	8	1
3UTR	9287210	AT3G25570	5	3
3UTR	9287284	AT3G25570	6	1
3UTR	9294355	AT3G25580	137	218
3UTR	9298622	AT3G25585	280	4
3UTR	9303647	AT3G25590	1	1
3UTR	9308799	AT3G25610	41	5
3UTR	9339493	AT3G25660	6	1
3UTR	9339524	AT3G25660	36	1
3UTR	9357814	AT3G25690	7	35
3UTR	9357892	AT3G25690	14	2
CDS	9354309	AT3G25690	4	4
CDS	9356207	AT3G25690	5	3
3UTR	9360469	AT3G25700	1	1
3UTR	9397630	AT3G25730	25	2
3UTR	9399741	AT3G25740	13	21
3UTR	9405244	AT3G25760	26	2
3UTR	9407929	AT3G25770	362	143
3UTR	9410592	AT3G25780	350	1
3UTR	9422515	AT3G25800	2	3
3UTR	9422596	AT3G25800	331	374
3UTR	9426280	AT3G25805	17	1
CDS	9454872	AT3G25840	3	2
CDS	9456233	AT3G25840	4	80
CDS	9456272	AT3G25840	1	57
3UTR	9459427	AT3G25855	3	11
3UTR	9463418	AT3G25870	8	1
3UTR	9470463	AT3G25882	8	1
3UTR	9477232	AT3G25890	2	1
3UTR	9477442	AT3G25890	3	7
3UTR	9486146	AT3G25905	6	1
3UTR	9491118	AT3G25910	128	558
3UTR	9491191	AT3G25920	1258	7604
3UTR	9504608	AT3G25980	23	19
3UTR	9504646	AT3G25980	3	3
3UTR	9504682	AT3G25990	1	1
3UTR	9516778	AT3G26020	8	1
3UTR	9519368	AT3G26030	16	1
3UTR	9526245	AT3G26060	3808	14592
3UTR	9528331	AT3G26070	237	97
3UTR	9528500	AT3G26070	17	24
3UTR	9528549	AT3G26070	10	14
3UTR	9530524	AT3G26080	17	19
3UTR	9540261	AT3G26100	2	4
3UTR	9540384	AT3G26100	95	136
5UTR	9541547	AT3G26110	296	137
3UTR	9573434	AT3G26170	39	8
3UTR	9578285	AT3G26180	103	11
3UTR	9591134	AT3G26200	13	10
3UTR	9591181	AT3G26200	19	17
3UTR	9596055	AT3G26220	203	581
3UTR	9598004	AT3G26230	10	48
3UTR	9632699	AT3G26290	213	7
3UTR	9638960	AT3G26300	1	1
3UTR	9639049	AT3G26300	39	18
3UTR	9650423	AT3G26340	15	4
3UTR	9653538	AT3G26350	4	11
3UTR	9655736	AT3G26360	7	1
3UTR	9659928	AT3G26370	13	2
3UTR	9663223	AT3G26380	9	42
3UTR	9673385	AT3G26420	434	586
intron	9673558	AT3G26420	10	12
5UTR	9673737	AT3G26430	7	18
5UTR	9673868	AT3G26430	1	3
5UTR	9674011	AT3G26430	13	15
5UTR	9674148	AT3G26430	2	4
3UTR	9679901	AT3G26440	5	35
3UTR	9679943	AT3G26445	2	3
CDS	9680266	AT3G26445	2	1
CDS	9680324	AT3G26445	7	100
3UTR	9681376	AT3G26450	10	1
3UTR	9681426	AT3G26450	4	2
3UTR	9683932	AT3G26460	9	1
3UTR	9683978	AT3G26460	2	1
3UTR	9687038	AT3G26470	37	8
3UTR	9687127	AT3G26470	13	1
3UTR	9708033	AT3G26500	49	39
3UTR	9708108	AT3G26500	17	17
3UTR	9711742	AT3G26510	117	21
3UTR	9722423	AT3G26520	15	39
3UTR	9722526	AT3G26520	5800	17494
3UTR	9749948	AT3G26560	15	25
3UTR	9750020	AT3G26560	3	3
CDS	9750488	AT3G26560	1	7
3UTR	9758519	AT3G26570	64	14
3UTR	9760515	AT3G26580	114	23
CDS	9759372	AT3G26580	8	1
3UTR	9761825	AT3G26590	1	11
3UTR	9772034	AT3G26600	2	1
3UTR	9790352	AT3G26618	13	4
3UTR	9791356	AT3G26630	40	12
3UTR	9794396	AT3G26640	14	30
3UTR	9796988	AT3G26650	2529	1598
3UTR	9797993	AT3G26670	31	44
3UTR	9804251	AT3G26690	6	1
3UTR	9804302	AT3G26690	5	1
3UTR	9814695	AT3G26710	48	13
3UTR	9823119	AT3G26720	153	674
CDS	9819035	AT3G26720	1	6
CDS	9821724	AT3G26720	2	1
CDS	9822692	AT3G26720	6	1
3UTR	9827432	AT3G26730	26	4
3UTR	9828556	AT3G26740	4937	19883
CDS	9828445	AT3G26740	4	18
3UTR	9832707	AT3G26744	46	5
3UTR	9847136	AT3G26770	27	73
3UTR	9850513	AT3G26780	50	5
3UTR	9870616	AT3G26810	1	1
3UTR	9896213	AT3G26840	7	1
3UTR	9896338	AT3G26840	13	1
3UTR	9907281	AT3G26890	52	51
3UTR	9907326	AT3G26890	3	63
3UTR	9915133	AT3G26910	52	2
3UTR	9922570	AT3G26920	212	858
3UTR	9930284	AT3G26932	1	3
3UTR	9932673	AT3G26935	1	7
3UTR	9941140	AT3G26950	32	21
3UTR	9948200	AT3G26990	1	1
3UTR	9957695	AT3G27010	2	1
3UTR	9961371	AT3G27020	18	12
3UTR	9961422	AT3G27020	1	1
3UTR	9972212	AT3G27027	9	11
3UTR	9972278	AT3G27030	32	25
3UTR	9978062	AT3G27050	2	22
3UTR	9978166	AT3G27050	47	20
3UTR	9979873	AT3G27060	133	14
3UTR	9991516	AT3G27090	1	1
3UTR	9991823	AT3G27090	3	7
3UTR	9994638	AT3G27100	99	63
3UTR	10000169	AT3G27110	8	12
3UTR	10000230	AT3G27110	260	586
3UTR	10018990	AT3G27160	12	18
3UTR	10019116	AT3G27160	8	2
3UTR	10027033	AT3G27180	1	1
3UTR	10039133	AT3G27190	2	2
3UTR	10039243	AT3G27190	24	33
3UTR	10039352	AT3G27190	212	842
3UTR	10043511	AT3G27200	11	40
3UTR	10043600	AT3G27200	164	188
3UTR	10045245	AT3G27210	3	1
3UTR	10051694	AT3G27220	1	11
3UTR	10055647	AT3G27230	3	5
3UTR	10055818	AT3G27240	238	24
3UTR	10055928	AT3G27240	1	2
3UTR	10072628	AT3G27260	47	574
3UTR	10072729	AT3G27260	110	234
3UTR	10078425	AT3G27280	174	516
3UTR	10078514	AT3G27280	3	21
3UTR	10083132	AT3G27300	37	137
3UTR	10087203	AT3G27310	78	81
3UTR	10092522	AT3G27320	3	1
3UTR	10092713	AT3G27320	34	35
3UTR	10102410	AT3G27325	33	4
3UTR	10122881	AT3G27340	4	15
3UTR	10122935	AT3G27340	4	1
3UTR	10129274	AT3G27360	30	21
3UTR	10130910	AT3G27380	5	1
3UTR	10130974	AT3G27380	125	4
3UTR	10131092	AT3G27380	1	1
3UTR	10133240	AT3G27390	328	469
3UTR	10143226	AT3G27400	12	1
3UTR	10150303	AT3G27420	11	3
3UTR	10155173	AT3G27430	9	6
3UTR	10155259	AT3G27430	101	6
3UTR	10159292	AT3G27460	117	301
3UTR	10159335	AT3G27460	55	4
3UTR	10159399	AT3G27460	7	20
3UTR	10182799	AT3G27500	2	1
3UTR	10193638	AT3G27530	1	3
CDS	10193965	AT3G27530	1	1
3UTR	10207252	AT3G27540	31	6
3UTR	10210430	AT3G27560	3	1
3UTR	10210494	AT3G27560	26	5
3UTR	10214057	AT3G27570	22	16
3UTR	10240601	AT3G27650	1	2
3UTR	10253294	AT3G27670	41	44
3UTR	10281364	AT3G27740	49	8
3UTR	10285663	AT3G27770	208	2
3UTR	10318061	AT3G27820	23	25
3UTR	10319358	AT3G27830	2	1
3UTR	10328246	AT3G27860	1	1
3UTR	10366488	AT3G27925	106	104
CDS	10382308	AT3G27960	7	7
3UTR	10438314	AT3G28040	4	4
3UTR	10438373	AT3G28040	44	39
3UTR	10445341	AT3G28050	35	27
3UTR	10455247	AT3G28080	2	2
3UTR	10460935	AT3G28100	8	2
3UTR	10460993	AT3G28100	1	1
intron	10460427	AT3G28100	3	1
3UTR	10509235	AT3G28180	50	61
CDS	10518937	AT3G28200	3	1
3UTR	10589173	AT3G28340	3	1
3UTR	10589275	AT3G28340	174	3
3UTR	10623359	AT3G28370	1	2
3UTR	10654550	AT3G28420	3	11
3UTR	10654642	AT3G28420	5	6
3UTR	10669798	AT3G28455	1	1
intron	10673934	AT3G28460	18	95
3UTR	10676037	AT3G28480	48	43
3UTR	10696124	AT3G28540	3	2
CDS	10695125	AT3G28540	1	1
3UTR	10700743	AT3G28550	348	11
3UTR	10757819	AT3G28690	17	5
3UTR	10761926	AT3G28700	1	1
3UTR	10772903	AT3G28710	891	2446
3UTR	10780554	AT3G28715	524	1449
3UTR	10784372	AT3G28720	1	1
3UTR	10784477	AT3G28720	54	5
3UTR	10788619	AT3G28730	34	20
3UTR	10788700	AT3G28740	35	31
3UTR	10792991	AT3G28760	2	1
3UTR	10870118	AT3G28860	683	754
3UTR	10902687	AT3G28900	172	25
3UTR	10912869	AT3G28910	180	438
3UTR	10913132	AT3G28910	113	150
3UTR	10940373	AT3G28920	29	9
3UTR	10940451	AT3G28920	112	50
3UTR	10968111	AT3G28940	64	106
3UTR	10987791	AT3G28970	8	3
3UTR	11006430	AT3G29000	290	26
3UTR	11011307	AT3G29030	75	80
CDS	11011686	AT3G29030	1	6
3UTR	11030187	AT3G29034	1	1
3UTR	11035200	AT3G29035	1	3
3UTR	11051484	AT3G29075	26	20
3UTR	11051538	AT3G29075	1	1
3UTR	11075447	AT3G29090	24	106
3UTR	11075803	AT3G29100	6	1
3UTR	11128653	AT3G29160	2	1
3UTR	11128725	AT3G29160	12	3
3UTR	11136005	AT3G29170	16	1
3UTR	11154928	AT3G29185	37	52
3UTR	11164328	AT3G29200	35	15
3UTR	11164392	AT3G29200	4	4
