id	Protein IDs	Majority protein IDs	Protein names	Gene names	iBAQ CCL_H rep1	log10 IBAQ CCL rep1	iBAQ CCL_L rep2	log10 IBAQ CCL rep2	iBAQ CCL_L rep3	log10 IBAQ CCL rep3	Median IBAQ CCL	log10 Median CCL	Ratio CCl_H/NoCL_L rep1	Ratio CLL_L/NoCL_H rep2	Ratio CLL_L/NoCL_H rep3	iBAQ	iBAQ L	iBAQ H	iBAQ rep1	iBAQ NoCL_L rep1	iBAQ rep2	iBAQ NoCL_H rep2	iBAQ rep3	iBAQ NoCL_H rep3	GOBP name	GOMF name	GOCC name	KEGG name	Pfam	Ratio H/L count rep1	Ratio H/L count rep2	Ratio H/L count rep3	Intensity L	Intensity H	Intensity rep1	Intensity L rep1	Intensity H rep1	Intensity rep2	Intensity L rep2	Intensity H rep2	Intensity rep3	Intensity L rep3	Intensity H rep3
336	P49206;Q8LPJ7	P49206;Q8LPJ7	40S ribosomal protein S26-1;40S ribosomal protein S26-2	RPS26A;RPS26B	41656000	7.6196775647	17981000	7.254813841	78395000	7.8942883644	41656000	7.6196775647	4.34908	7.89032	5.85584	138900000	96761000	42142000	42041000	385550	18053000	72726	78808000	413110	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;chloroplast;cytoplasmic part;cytosolic small ribosomal subunit;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;organelle;organelle part;plasmodesma;plastid;ribonucleoprotein complex;small ribosomal subunit	Ribosome	Ribosomal_S26e	3	2	4	580570000	252850000	252250000	2313300	249940000	108320000	107880000	436360	472850000	470370000	2478700
337	P49211;Q9FHG2	P49211	60S ribosomal protein L32-1	RPL32A	351120	5.5454555678	331750	5.5208109315	2670300	6.4265600558	351120	5.5454555678	NaN	NaN	3.39502	3595300	3028100	567160	377170	26046	348910	17161	2869200	198870	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;ribonucleoprotein complex	Ribosome	Ribosomal_L32e	1	1	3	18169000	3402900	2263000	156270	2106700	2093400	1990500	102960	17215000	16022000	1193200
338	P49227;Q9FL18	P49227	60S ribosomal protein L5-2	RPL5B	0	NaN	0	NaN	125610	5.0990242156	0	Err:502	NaN	NaN	NaN	134130	125610	8523.6	0	0	0	0	134130	8523.6	anatomical structure morphogenesis;biosynthetic process;cell proliferation;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;developmental process;leaf morphogenesis;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;organ morphogenesis;primary metabolic process;protein metabolic process;translation	5S rRNA binding;binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;cytoplasmic part;cytosolic large ribosomal subunit;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plasma membrane;ribonucleoprotein complex;ribosome;vacuole	Ribosome	Ribosomal_L18_c;Ribosomal_L18p	0	0	1	1256100	85236	0	0	0	0	0	0	1341300	1256100	85236
339	Q9LR33;Q7G923;P49637	Q9LR33;Q7G923;P49637	60S ribosomal protein L27a-2;60S ribosomal protein L27a-3	RPL27AB;F24J13.17;RPL27AC	0	NaN	0	NaN	61670	4.7900739484	0	Err:502	NaN	NaN	NaN	74606	61670	12936	0	0	0	0	74606	12936	anatomical structure development;biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;developmental process;developmental process involved in reproduction;flower development;inflorescence development;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;post-embryonic development;primary metabolic process;protein metabolic process;reproductive process;reproductive structure development;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plasmodesma;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_L18e	0	0	1	493360	103490	0	0	0	0	0	0	596850	493360	103490
340	Q8LDY5;P49688	Q8LDY5;P49688	40S ribosomal protein S2-3	RPS2C	3917800	6.5930422619	8672700	6.9381543238	31354000	7.496292954	8672700	6.9381543238	4.8507	6.41058	4.87468	45916000	41718000	4198000	5609300	1691400	8725100	52435	31582000	227690	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytosolic small ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plasmodesma;ribonucleoprotein complex;small ribosomal subunit	Ribosome	Ribosomal_S5;Ribosomal_S5_C	6	7	18	667490000	67168000	89749000	27063000	62686000	139600000	138760000	838960	505310000	501670000	3643100
341	P51412	P51412	50S ribosomal protein L21, chloroplastic	RPL21	0	NaN	33562	4.5258478331	625250	5.7960537004	33562	4.5258478331	NaN	NaN	-1.32487	2052500	658810	1393700	0	0	38270	4707.9	2014200	1389000	biosynthetic process;cellular biosynthetic process;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cellular protein metabolic process;chloroplast organization;developmental process;developmental process involved in reproduction;embryo development;embryo development ending in seed dormancy;macromolecule biosynthetic process;macromolecule metabolic process;membrane organization;metabolic process;organelle organization;plastid membrane organization;plastid organization;primary metabolic process;protein metabolic process;reproductive process;response to abiotic stimulus;response to cold;response to stimulus;response to stress;response to temperature stimulus;thylakoid membrane organization;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast envelope;chloroplast part;chloroplast stroma;cytoplasmic part;envelope;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nucleus;organelle;organelle envelope;organelle part;plastid envelope;plastid part;plastid stroma;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_L21p	0	1	2	8564600	18118000	0	0	0	497510	436300	61203	26185000	8128300	18056000
342	P51414	P51414	60S ribosomal protein L26-1	RPL26A	1608800	6.2065020576	992520	5.9967392669	3970500	6.5988452004	1608800	6.2065020576	3.8492	3.16618	3.4615	7739300	5093600	2645700	1739400	130580	1373700	381160	4626200	655720	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;response to abiotic stimulus;response to cold;response to stimulus;response to stress;response to temperature stimulus;translation	structural constituent of ribosome;structural molecule activity	cell part;chloroplast;cytoplasmic part;cytosolic large ribosomal subunit;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle membrane;organelle part;plasma membrane;plastid;ribonucleoprotein complex;vacuolar membrane;vacuolar part	Ribosome	KOW	4	4	5	30562000	15874000	10436000	783480	9652700	8242100	5955100	2286900	27757000	23823000	3934300
343	P51418;Q8L7K0;A8MRF3	P51418	60S ribosomal protein L18a-2	RPL18AB	2815700	6.4495863808	2398800	6.3799940402	8768000	6.9429005411	2815700	6.4495863808	1.70062	2.83033	3.15701	20091000	11356000	8735400	3004500	188800	5189900	2791100	11897000	3128600	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic large ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;non-membrane-bounded organelle;organelle;organelle membrane;organelle part;plasma membrane;plasmodesma;ribonucleoprotein complex;ribosome;vacuolar membrane;vacuolar part	Ribosome	Ribosomal_L18ae	8	12	18	90845000	69883000	24036000	1510400	22526000	41519000	19191000	22328000	95173000	70144000	25029000
344	P51427	P51427	40S ribosomal protein S5-2	RPS5B	0	NaN	15720000	7.1964525417	82784000	7.917946407	15720000	7.1964525417	NaN	8.98517	8.73577	98606000	98504000	102510	0	0	15742000	22257	82864000	80251	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell wall;cell-cell junction;chloroplast;cytoplasmic part;cytosolic part;cytosolic ribosome;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;organelle;organelle part;plasma membrane;plasmodesma;plastid;ribonucleoprotein complex;ribosome;small ribosomal subunit;vacuole		Ribosomal_S7	0	2	2	1083500000	1127600	0	0	0	173160000	172920000	244830	911510000	910620000	882760
345	P51430;F4KGU2	P51430;F4KGU2	40S ribosomal protein S6-2	RPS6B;EMB3010	22240000	7.3471347829	12949000	7.1122362309	101500000	8.0064660422	22240000	7.3471347829	7.45171	4.72158	6.31135	137570000	114510000	23059000	22300000	60227	13034000	84644	102230000	734540	biosynthetic process;cellular biosynthetic process;cellular component biogenesis;cellular component biogenesis at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular protein metabolic process;growth;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;ncRNA metabolic process;ncRNA processing;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein metabolic process;ribonucleoprotein complex biogenesis;ribosomal small subunit biogenesis;RNA metabolic process;RNA processing;rRNA metabolic process;rRNA processing;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytoplasmic part;cytosolic small ribosomal subunit;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;non-membrane-bounded organelle;organelle;organelle part;plasma membrane;plasmodesma;ribonucleoprotein complex;ribosome;small ribosomal subunit	Insulin signaling pathway;mTOR signaling pathway;Ribosome	Ribosomal_S6e	3	10	19	1145100000	230590000	223000000	602270	222400000	130340000	129490000	846440	1022300000	1015000000	7345400
346	P56785	P56785	Putative membrane protein ycf1	ycf1-A	0	NaN	0	NaN	2959.5	3.4712183443	0	Err:502	NaN	NaN	NaN	2959.5	2959.5	0	0	0	0	0	2959.5	0			cell part;chloroplast membrane;chloroplast part;cytoplasmic part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;organelle membrane;organelle part;plastid membrane;plastid part		Ycf1	0	0	0	292990	0	0	0	0	0	0	0	292990	292990	0
347	P56791	P56791	50S ribosomal protein L2, chloroplastic	rpl2-A	32545	4.5124842759	43878	4.6422468238	220820	5.3440384055	43878	4.6422468238	NaN	2.56465	2.51507	336440	267910	68533	35756	3210.6	50900	7022.4	249790	28966	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;catalytic activity;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity;transferase activity	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane-bounded organelle;organelle;organelle part;plastid;ribonucleoprotein complex	Ribosome	Ribosomal_L2;Ribosomal_L2_C	1	2	2	3750700	959460	500580	44949	455630	712600	614290	98314	3497000	3091500	405520
348	P56792	P56792	50S ribosomal protein L14, chloroplastic	rpl14	86321	4.9361164629	116440	5.0661021968	400880	5.6030143897	116440	5.0661021968	NaN	NaN	1.80824	734730	523980	210750	92984	6663.6	126710	10278	515030	114150	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane-bounded organelle;organelle;organelle part;plastid;ribonucleoprotein complex	Ribosome	Ribosomal_L14	1	1	3	4191900	1686000	743880	53309	690570	1013700	931480	82227	4120200	3207100	913180
349	P56795	P56795	50S ribosomal protein L22, chloroplastic	rpl22	0	NaN	0	NaN	0	NaN	0	Err:502	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane-bounded organelle;organelle;organelle part;plastid;ribonucleoprotein complex	Ribosome	Ribosomal_L22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350	P56802	P56802	30S ribosomal protein S11, chloroplastic	rps11	327290	5.5149327361	0	NaN	220110	5.3426397738	220110	5.3426397738	1.569	NaN	NaN	774430	319480	454950	426650	99365	0	0	347770	127660	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;organelle;plastid;ribonucleoprotein complex;ribosome	Ribosome	Ribosomal_S11	2	0	1	1916900	2729700	2559900	596190	1963700	0	0	0	2086600	1320700	765950
351	Q8VZ60;P56820	Q8VZ60;P56820	Eukaryotic translation initiation factor 3 subunit D	At4g20980;TIF3D1	555250	5.7444885672	405760	5.6082692319	1243500	6.0946457896	555250	5.7444885672	1.80319	-1.32233	2.21565	5533500	1675700	3857800	581730	26481	671330	265570	4280500	3037000		binding;nucleic acid binding;RNA binding;translation factor activity, nucleic acid binding;translation initiation factor activity	cell part;cytoplasmic part;eukaryotic translation initiation factor 3 complex;intracellular part;macromolecular complex;protein complex	RNA transport	eIF-3_zeta	4	5	8	35190000	81014000	12216000	556100	11660000	14098000	8520900	5577000	89890000	26113000	63777000
352	P59223	P59223	40S ribosomal protein S13-1	RPS13A	0	NaN	0	NaN	154440	5.188759793	0	Err:502	NaN	NaN	NaN	174410	154440	19972	0	0	0	0	174410	19972	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell part;cell wall;chloroplast;cytoplasmic part;cytosolic small ribosomal subunit;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;plastid;ribonucleoprotein complex;small ribosomal subunit	Ribosome	Ribosomal_S13_N;Ribosomal_S15	0	0	1	1235500	159780	0	0	0	0	0	0	1395300	1235500	159780
353	P59224	P59224	40S ribosomal protein S13-2	RPS13B	233430	5.36815667	193220	5.2860520778	507450	5.7053932568	233430	5.36815667	NaN	NaN	NaN	997610	757790	239820	290550	57117	198980	5759.1	508090	634.29	anatomical structure morphogenesis;biosynthetic process;cell cycle cytokinesis;cell cycle process;cell morphogenesis;cell morphogenesis involved in differentiation;cellular biosynthetic process;cellular component morphogenesis;cellular component organization;cellular component organization or biogenesis;cellular developmental process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;cytokinesis;cytokinesis by cell plate formation;developmental process;leaf morphogenesis;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;organ morphogenesis;primary metabolic process;protein metabolic process;translation;trichome morphogenesis	structural constituent of ribosome;structural molecule activity	cell part;cytoplasmic part;cytosolic small ribosomal subunit;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;ribonucleoprotein complex;small ribosomal subunit	Ribosome	Ribosomal_S13_N;Ribosomal_S15	1	1	1	6062300	1918600	2324400	456930	1867400	1591800	1545800	46073	4064700	4059600	5074.3
354	P59233;P59232;P59271;Q42202;B9DHA6;O64955;F4JGM3;Q8RUC6;Q8LDD7;Q9SHE7;A6XI99;A6XIA0;A6XIA1;Q94B30;Q8LBW0;Q8H0Y0;Q3E7T8-2;P0CH33;Q3E7K8;Q6KFS0;Q6KFR9;Q6KFR8;Q6KFR7;O49976;Q8H159-2;Q3E7T8;J7FN14;Q1EC66;F4I9X6;Q7GAQ5;Q6KFS4;Q6KFS3;Q6KFS2;Q6KFS1;Q0WRN6;O49977;Q93ZJ0;Q3EAA5;P0CH32;Q9SAQ6;Q8H159;Q42214;Q39256;Q41930;Q42009;Q41965;Q42001;Q41972	P59233;P59232;P59271;Q42202;B9DHA6;O64955;F4JGM3;Q8RUC6;Q8LDD7;Q9SHE7;A6XI99;A6XIA0;A6XIA1;Q94B30;Q8LBW0;Q8H0Y0;Q3E7T8-2;P0CH33;Q3E7K8;Q6KFS0;Q6KFR9;Q6KFR8;Q6KFR7;O49976;Q8H159-2;Q3E7T8;J7FN14;Q1EC66;F4I9X6;Q7GAQ5;Q6KFS4;Q6KFS3;Q6KFS2;Q6KFS1;Q0WRN6;O49977;Q93ZJ0;Q3EAA5;P0CH32;Q9SAQ6;Q8H159;Q42214	Ubiquitin-40S ribosomal protein S27a-3;Ubiquitin;40S ribosomal protein S27a-3;Ubiquitin-40S ribosomal protein S27a-2;Ubiquitin;40S ribosomal protein S27a-2;Ubiquitin-40S ribosomal protein S27a-1;Ubiquitin;40S ribosomal protein S27a-1;Ubiquitin-60S ribosomal protein L40-2;Ubiquitin;60S ribosomal protein L40-2;Ubiquitin-60S ribosomal protein L40-1;Ubiquitin;60S ribosomal protein L40-1;Ubiquitin-NEDD8-like protein RUB2;Ubiquitin;NEDD8-like protein RUB2;Ubiquitin-NEDD8-like protein RUB1;Ubiquitin;NEDD8-like protein RUB1;Polyubiquitin 11;Ubiquitin;Polyubiquitin 12;Ubiquitin-related 1;Ubiquitin-related 2;Ubiquitin-related 3;Polyubiquitin 14;Ubiquitin;Polyubiquitin 3;Ubiquitin;Polyubiquitin 4;Ubiquitin;Polyubiquitin 10;Ubiquitin	RPS27AC;RPS27AB;RPS27AA;RPL40B;RPL40A;SEN3;UBQ11;RUB2;RUB1;UBQ10;UBQ3;At4g05050;UBQ12;UBQ13;UBQ14;T8F5.13;At5g20620;UBQ4	11512000	7.0611507809	1935000	6.2866809694	60464000	7.7814968746	11512000	7.0611507809	3.32855	3.58025	3.53903	75467000	62858000	12609000	11972000	459450	2055600	120650	61440000	976570	alkene biosynthetic process;biosynthetic process;catabolic process;cellular alkene metabolic process;cellular biosynthetic process;cellular catabolic process;cellular macromolecule biosynthetic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;developmental process;embryo development;ethylene biosynthetic process;ethylene metabolic process;macromolecule biosynthetic process;macromolecule catabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;modification-dependent macromolecule catabolic process;modification-dependent protein catabolic process;primary metabolic process;protein metabolic process;protein modification by small protein conjugation;protein modification by small protein conjugation or removal;protein modification process;protein neddylation;protein ubiquitination;proteolysis;proteolysis involved in cellular protein catabolic process;response to abiotic stimulus;response to auxin stimulus;response to chemical stimulus;response to endogenous stimulus;response to hormone stimulus;response to light stimulus;response to organic substance;response to radiation;response to salicylic acid stimulus;response to stimulus;response to UV;response to UV-B;translation;ubiquitin-dependent protein catabolic process	binding;cation binding;ion binding;metal ion binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell wall;cell-cell junction;cytoplasm;cytoplasmic part;cytosol;cytosolic large ribosomal subunit;cytosolic small ribosomal subunit;external encapsulating structure;Golgi apparatus;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;nucleus;organelle;organelle part;plasma membrane;plasmodesma;ribonucleoprotein complex;ribosome;small ribosomal subunit;vacuole	PPAR signaling pathway;Ribosome	Ribosomal_L40e;Ribosomal_S27;ubiquitin	7	5	17	440010000	88266000	83802000	3216200	80586000	14389000	13545000	844550	430080000	423240000	6836000
355	P60040;A8MRH4	P60040;A8MRH4	60S ribosomal protein L7-2	RPL7B	374330	5.5732546343	996240	5.9983639751	2863300	6.4568668533	996240	5.9983639751	4.29961	2.98154	4.53326	4402600	3865900	536730	380710	6381.6	1015900	19711	3006000	142690			cell part;cell wall;chloroplast;cytoplasmic part;cytosolic large ribosomal subunit;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;organelle;organelle membrane;organelle part;plasma membrane;plastid;ribonucleoprotein complex;ribosome;vacuolar membrane;vacuolar part	Ribosome	Ribosomal_L30;Ribosomal_L30_N	3	4	6	54122000	7514200	5330000	89342	5240600	14223000	13947000	275960	42083000	40086000	1997700
356	P61837	P61837	Aquaporin PIP1-1	PIP1-1	0	NaN	223350	5.3489859568	669350	5.8256532677	223350	5.3489859568	NaN	NaN	1.45858	1127800	892690	235060	0	0	317230	93889	810520	141170	response to abiotic stimulus;response to chemical stimulus;response to stimulus;response to stress;response to water;response to water deprivation	channel activity;passive transmembrane transporter activity;substrate-specific channel activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;transmembrane transporter activity;transporter activity;water channel activity;water transmembrane transporter activity	cell junction;cell part;cell-cell junction;chloroplast envelope;chloroplast part;cytoplasmic part;envelope;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;mitochondrion;organelle;organelle envelope;organelle part;plasma membrane;plasmodesma;plastid envelope;plastid part;vacuole		MIP	0	1	2	7141500	1880500	0	0	0	2537900	1786800	751110	6484200	5354800	1129400
357	Q6KGZ1;P61841	Q6KGZ1;P61841	30S ribosomal protein S7, chloroplastic	rps7;rps7-A	0	NaN	80778	4.9072930962	854880	5.9319051568	80778	4.9072930962	NaN	NaN	NaN	941370	935660	5707.8	0	0	86485	5707.8	854880	0	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;establishment of localization;establishment of localization in cell;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;secretion;secretion by cell;translation;transport	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell part;chloroplast;cytoplasmic membrane-bounded vesicle;cytoplasmic part;cytoplasmic vesicle;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle part;plastid;ribonucleoprotein complex;small ribosomal subunit;vesicle		Ribosomal_S7	0	1	0	7485300	45662	0	0	0	691880	646220	45662	6839000	6839000	0
